1661,0.9940,0.9942,0.9951,,0.0319,0.0316,0.0303
1661,0.9940,0.9942,0.9951,,0.0319,0.0316,0.0303
1663,0.9939,0.9941,0.9948,,0.0313,0.0309,0.0296
1663,0.9939,0.9941,0.9948,,0.0313,0.0309,0.0296
1667,0.9938,0.9943,0.9951,,0.0318,0.0309,0.0296
1667,0.9938,0.9943,0.9951,,0.0318,0.0309,0.0296
1677,0.9937,0.9938,0.9945,,0.0309,0.0306,0.0293
1677,0.9937,0.9938,0.9945,,0.0309,0.0306,0.0293
1679,0.9936,0.9940,0.9946,,0.0313,0.0306,0.0292
1679,0.9936,0.9940,0.9946,,0.0313,0.0306,0.0292
1706,0.9931,0.9957,0.9752,,0.0342,0.0319,0.0423
1706,0.9931,0.9957,0.9752,,0.0342,0.0319,0.0423
1753,0.9950,0.9953,0.9961,,0.0315,0.0310,0.0296
1753,0.9950,0.9953,0.9961,,0.0315,0.0310,0.0296
1760,1.0006,1.0009,1.0027,,0.0318,0.0315,0.0300
1760,1.0006,1.0009,1.0027,,0.0318,0.0315,0.0300
1805,0.9998,1.0008,1.0028,,0.0331,0.0321,0.0306
1805,0.9998,1.0008,1.0028,,0.0331,0.0321,0.0306
1812,1.0004,1.0012,1.0034,,0.0334,0.0324,0.0309
1812,1.0004,1.0012,1.0034,,0.0334,0.0324,0.0309
1815,1.0005,1.0009,1.0030,,0.0328,0.0323,0.0308
1815,1.0005,1.0009,1.0030,,0.0328,0.0323,0.0308
2024,0.9998,1.0003,1.0022,,0.0315,0.0311,0.0294
2024,0.9997,1.0001,1.0019,,0.0318,0.0313,0.0298
2024,0.9998,1.0003,1.0022,,0.0315,0.0311,0.0294
2024,0.9997,1.0001,1.0019,,0.0318,0.0313,0.0298
2044,1.0002,1.0007,1.0028,,0.0329,0.0324,0.0310
2044,1.0002,1.0007,1.0028,,0.0329,0.0324,0.0310
2047,1.0004,1.0008,1.0028,,0.0323,0.0319,0.0304
2047,1.0004,1.0008,1.0028,,0.0323,0.0319,0.0304
2189,1.0034,1.0041,1.0056,,0.0303,0.0295,0.0279
2189,1.0034,1.0041,1.0056,,0.0303,0.0295,0.0279
2195,1.0023,1.0043,1.0058,,0.0305,0.0295,0.0280
2195,1.0023,1.0043,1.0058,,0.0305,0.0295,0.0280
