Run,Avg_PS_Factor,Avg_Trig_Time,Charge,Tracking_Eff,Hgc_Eff,Hod_Eff,Lt_Edtm,Lt_Hms,Rate_Edtm,Rate_Phys,Rate_Hms34
1579,,9.259259259259259e+37,17765.550666666666,0.9970833333333334,0.9909831666666667,0.9992945,6.2500000000000015e+37,6.2500000000000015e+37,0.06,8.061,8.121
1580,,9.793814432989709e+37,10801.822800000002,0.996975,0.9904439500000001,0.9992675999999999,7.125000000000011e+37,7.125000000000011e+37,0.06000000000000003,22.958999999999996,23.019
1581,,9.574468085106393e+37,5916.812,0.99716,0.9915279,0.9993344000000001,6.750000000000009e+37,6.750000000000009e+37,0.06000000000000001,11.9437,12.0036
1582,,9.84848484848485e+37,19895.977703703706,0.9972370370370366,0.9917261111111111,0.999233185185185,7.222222222222213e+37,7.222222222222213e+37,0.15625925925925924,24.337074074074074,24.493333333333336
1583,,9.770114942528754e+37,7389.668777777778,0.9970944444444443,0.9910807777777778,0.9992879444444444,7.083333333333348e+37,7.083333333333348e+37,0.060000000000000026,16.326833333333337,16.386777777777777
1584,,9.926470588235295e+37,22519.6622,0.9970763636363639,0.994179054545455,0.9994256363636362,7.363636363636383e+37,7.363636363636383e+37,0.060000000000000046,17.117036363636362,17.17703636363637
1585,,9.615384615384627e+37,14981.669818181817,0.9970818181818182,0.9898089999999999,0.9991835454545456,6.818181818181828e+37,6.818181818181828e+37,0.06000000000000001,16.194454545454548,16.254454545454546
1587,,49.79,3451.34,0.9973,0.993745,0.999346,-24.9837,-0.12467499999999987,0.06,7.516,7.576
1588,,8.823529411764707e+37,16850.09825,0.997125,0.99346275,0.99928425,5.625e+37,5.625e+37,0.06,7.7932500000000005,7.85325
1589,,9.836065573770502e+37,41400.2484,0.9971,0.9948117999999999,0.9994223600000001,7.199999999999995e+37,7.199999999999995e+37,0.06000000000000003,11.80124,11.86116
1590,,9.782608695652191e+37,30737.145789473678,0.9971894736842102,0.9948425263157894,0.9994202631578951,7.105263157894751e+37,7.105263157894751e+37,0.06000000000000003,9.331947368421053,9.391947368421052
1591,,9.829059829059843e+37,39481.25750000001,0.9971499999999999,0.9948512500000001,0.9994217499999999,7.187499999999998e+37,7.187499999999998e+37,0.06000000000000003,11.670875,11.730791666666667
1592,,49.995,307.429,0.9973,0.993581,0.999243,8.915525,10.921899999999999,0.06,9.747,9.807
1593,,8.333333333333333e+37,13490.987666666668,0.9972,0.9933993333333332,0.9992803333333334,5e+37,5e+37,0.06,9.071333333333333,9.131333333333334
1594,,8.823529411764707e+37,15498.318500000001,0.997475,0.99301025,0.9993057500000001,5.625e+37,5.625e+37,0.06,9.099,9.159
1595,,9.523809523809533e+37,32474.164333333334,0.9970444444444444,0.9938683333333334,0.9993793333333334,6.666666666666674e+37,6.666666666666674e+37,0.060000000000000005,11.648555555555555,11.708555555555556
1596,,9.459459459459465e+37,12961.39,0.8724000000000001,0.869861375,0.874502,6.562500000000006e+37,6.562500000000006e+37,0.06,16.173875,16.23375
1597,,9.756097560975627e+37,23189.290411764705,0.9970352941176469,0.9938606470588234,0.9994286470588236,7.058823529411778e+37,7.058823529411778e+37,0.060000000000000026,15.180882352941179,15.240823529411765
1598,,9.863945578231285e+37,25925.447566666673,0.9970699999999998,0.9939661999999999,0.9994348333333335,7.249999999999984e+37,7.249999999999984e+37,0.06000000000000004,16.5399,16.599866666666664
1599,,9.770114942528754e+37,24706.357000000004,0.9970555555555554,0.9937351666666667,0.9994435000000002,7.083333333333348e+37,7.083333333333348e+37,0.060000000000000026,15.98822222222222,16.048222222222225
1600,,9.756097560975627e+37,23954.164411764705,0.9971235294117645,0.9939764705882351,0.9994506470588237,7.058823529411778e+37,7.058823529411778e+37,0.060000000000000026,16.38841176470588,16.448411764705877
1610,,9.375000000000002e+37,12726.722857142857,0.997,0.9906005714285716,0.9992797142857144,6.428571428571433e+37,6.428571428571433e+37,0.06,14.429285714285713,14.489285714285714
1611,,49.165,957.04,0.9968,0.993819,0.999397,-24.820050000000002,1.7337875,0.06,17.986,18.046
1613,,9.813084112149552e+37,23542.506454545455,0.9970136363636363,0.993913090909091,0.9994314999999999,7.159090909090913e+37,7.159090909090913e+37,0.06000000000000003,14.79072727272728,14.850727272727278
1614,,9.701492537313447e+37,26252.86907142857,0.9969857142857144,0.9939689285714286,0.9993157142857143,6.964285714285727e+37,6.964285714285727e+37,0.06000000000000002,16.56142857142857,16.621357142857143
1615,,9.615384615384627e+37,21413.770454545458,0.9969363636363636,0.9940024545454546,0.9994306363636363,6.818181818181828e+37,6.818181818181828e+37,0.06000000000000001,14.261727272727272,14.321727272727275
1616,,9.523809523809533e+37,12053.553666666667,0.9969222222222223,0.9940474444444445,0.9994594444444443,6.666666666666674e+37,6.666666666666674e+37,0.060000000000000005,13.059888888888889,13.119888888888887
1617,,9.09090909090909e+37,17346.2048,0.99706,0.9905164000000001,0.9992394000000001,5.9999999999999995e+37,5.9999999999999995e+37,0.06,17.067,17.127
1618,,9.459459459459465e+37,42055.293375,0.99705,0.9947145,0.999465625,6.562500000000006e+37,6.562500000000006e+37,0.06,12.462375,12.522374999999998
1619,,9.459459459459465e+37,29824.255,0.9970375,0.994741375,0.9994636250000001,6.562500000000006e+37,6.562500000000006e+37,0.06,13.7265,13.7865
1620,,9.574468085106393e+37,52185.0602,0.9970699999999999,0.9948408000000001,0.9994636000000001,6.750000000000009e+37,6.750000000000009e+37,0.06000000000000001,14.0011,14.0611
1621,,9.375000000000002e+37,25531.35328571428,0.9970857142857144,0.9924100000000001,0.9992348571428573,6.428571428571433e+37,6.428571428571433e+37,0.06,12.71942857142857,12.779285714285717
1622,,8.823529411764707e+37,26393.69125,0.9969,0.994059,0.9994222500000001,5.625e+37,5.625e+37,0.06,10.46475,10.524750000000001
1623,,9.793814432989709e+37,22145.732050000002,0.997025,0.9938494,0.9994533999999999,7.125000000000011e+37,7.125000000000011e+37,0.06000000000000003,15.07075,15.130750000000003
1624,,9.829059829059843e+37,25885.91304166666,0.9970249999999998,0.9938031249999999,0.9994580833333334,7.187499999999998e+37,7.187499999999998e+37,0.06000000000000003,16.551875,16.611875
1625,,9.793814432989709e+37,22831.2958,0.996935,0.9939068500000001,0.99945495,7.125000000000011e+37,7.125000000000011e+37,0.06000000000000003,16.8007,16.86065
1626,,9.677419354838722e+37,24246.350000000002,0.9970076923076922,0.9940286923076922,0.999453846153846,6.923076923076934e+37,6.923076923076934e+37,0.06000000000000002,17.151307692307693,17.21130769230769
1627,,9.677419354838722e+37,25288.44653846154,0.9969692307692307,0.9937473846153849,0.9994591538461539,6.923076923076934e+37,6.923076923076934e+37,0.06000000000000002,15.445692307692306,15.505692307692307
1628,,9.722222222222238e+37,27574.585333333333,0.9969666666666667,0.9938893333333333,0.9994713333333333,7.000000000000012e+37,7.000000000000012e+37,0.060000000000000026,16.886733333333332,16.946666666666665
1629,,9.259259259259259e+37,13859.984666666665,0.9970666666666667,0.9903788333333333,0.9992601666666667,6.2500000000000015e+37,6.2500000000000015e+37,0.06,16.45266666666667,16.512666666666668
1630,,9.615384615384627e+37,58486.854818181826,0.9970363636363636,0.9948047272727275,0.9994763636363634,6.818181818181828e+37,6.818181818181828e+37,0.06000000000000001,13.432,13.492
1631,,9.615384615384627e+37,57065.716181818185,0.9969818181818181,0.9949339090909092,0.9994613636363637,6.818181818181828e+37,6.818181818181828e+37,0.06000000000000001,13.10790909090909,13.167909090909092
1632,,9.523809523809533e+37,31122.458777777778,0.9970666666666665,0.994552,0.999460888888889,6.666666666666674e+37,6.666666666666674e+37,0.060000000000000005,13.382444444444445,13.442444444444444
1633,,9.259259259259259e+37,35396.128,0.9970666666666667,0.9944414999999999,0.9994308333333334,6.2500000000000015e+37,6.2500000000000015e+37,0.06,11.826833333333333,11.886833333333334
1634,,9.375000000000002e+37,35373.40157142857,0.9971428571428571,0.9945362857142858,0.9991904285714286,6.428571428571433e+37,6.428571428571433e+37,0.06,13.995714285714286,14.055714285714286
1635,,9.259259259259259e+37,21774.854333333333,0.9972,0.9921346666666667,0.9991936666666668,6.2500000000000015e+37,6.2500000000000015e+37,0.06,11.408833333333334,11.468666666666666
1636,,50.0,2971.398,0.9975,0.996839,0.999509,-25.00125,0.5609874999999995,0.06,2.245,2.305
1637,,9.09090909090909e+37,30169.0784,0.9971,0.9942712,0.9990864,5.9999999999999995e+37,5.9999999999999995e+37,0.06,11.6098,11.669599999999999
1638,,9.782608695652191e+37,21195.34689473684,0.9971736842105263,0.9943501578947368,0.9990146315789473,7.105263157894751e+37,7.105263157894751e+37,0.06000000000000003,12.45473684210526,12.514736842105263
1639,,9.836065573770502e+37,26987.05612,0.9969,0.99360484,0.99939728,7.199999999999995e+37,7.199999999999995e+37,0.06000000000000003,17.043279999999996,17.10324
1641,,9.649122807017556e+37,26423.9575,0.996975,0.9938430833333333,0.9994635833333333,6.875000000000011e+37,6.875000000000011e+37,0.06000000000000002,17.331166666666668,17.391166666666667
1642,,9.375000000000002e+37,15416.276000000002,0.9970999999999999,0.9905244285714286,0.9992501428571429,6.428571428571433e+37,6.428571428571433e+37,0.06,17.636000000000003,17.69585714285714
1643,,9.770114942528754e+37,22595.830388888884,0.9969277777777781,0.9938934444444444,0.999457888888889,7.083333333333348e+37,7.083333333333348e+37,0.060000000000000026,16.35377777777778,16.41372222222222
1644,,9.677419354838722e+37,26531.319076923075,0.9969461538461538,0.9941040000000001,0.9994576923076923,6.923076923076934e+37,6.923076923076934e+37,0.06000000000000002,15.631076923076922,15.691076923076924
1645,,9.722222222222238e+37,27065.792733333332,0.9969133333333334,0.9939198666666667,0.9994577333333333,7.000000000000012e+37,7.000000000000012e+37,0.060000000000000026,16.786733333333334,16.846733333333333
1646,,9.574468085106393e+37,52775.90839999999,0.9971399999999999,0.994925,0.9994316000000001,6.750000000000009e+37,6.750000000000009e+37,0.06000000000000001,13.1404,13.200299999999999
1647,,9.523809523809533e+37,47803.217444444446,0.997011111111111,0.9950597777777777,0.9994434444444446,6.666666666666674e+37,6.666666666666674e+37,0.060000000000000005,11.840444444444442,11.900333333333332
1648,,9.615384615384627e+37,56692.15,0.9970181818181818,0.9948801818181817,0.9991185454545455,6.818181818181828e+37,6.818181818181828e+37,124.60327272727268,-110.39299999999999,14.152181818181818
1649,,8.823529411764707e+37,25654.69,0.997775,0.993208,0.99953825,5.625e+37,5.625e+37,1358.4435,15.472000000000001,1373.2827499999999
1652,,9.09090909090909e+37,28533.3632,0.99696,0.9947276,0.999296,5.9999999999999995e+37,5.9999999999999995e+37,0.06,13.057599999999999,13.1176
1655,,49.815,1565.519,0.9972,0.994521,0.998681,-25.1229,1.5431124999999994,0.06,13.986,14.046
1656,,7.142857142857142e+37,27367.659,0.99715,0.9965085,0.9995259999999999,3.7499999999999997e+37,3.7499999999999997e+37,0.06,4.7255,4.7855
1657,,7.142857142857142e+37,7640.530000000001,0.99735,0.9937405,0.9992920000000001,3.7499999999999997e+37,3.7499999999999997e+37,0.06,4.7725,4.8325
1658,,9.09090909090909e+37,31125.0398,0.9971,0.9923054,0.9992148000000001,5.9999999999999995e+37,5.9999999999999995e+37,0.06,13.006,13.065999999999999
1659,,49.925,10476.858,0.997,0.994058,0.999401,-25.009949999999996,1.807062499999999,0.06,11.845,11.905
1661,,8.333333333333333e+37,32055.55733333333,0.9968666666666667,0.9934673333333334,0.999343,5e+37,5e+37,0.06,12.286333333333333,12.346333333333334
1662,,9.259259259259259e+37,10966.033166666666,0.9968833333333333,0.9937098333333334,0.9994566666666667,6.2500000000000015e+37,6.2500000000000015e+37,0.06,16.221,16.281000000000002
1663,,9.375000000000002e+37,10901.449000000002,0.9968428571428571,0.9937161428571428,0.9994511428571429,6.428571428571433e+37,6.428571428571433e+37,0.06,17.564,17.624
1664,,8.823529411764707e+37,6095.93975,0.9969,0.9938414999999999,0.9994219999999999,5.625e+37,5.625e+37,0.06,16.1215,16.1815
1665,,9.375000000000002e+37,9613.110571428571,0.9970571428571429,0.993868,0.9994538571428571,6.428571428571433e+37,6.428571428571433e+37,0.06,16.321714285714286,16.38157142857143
1666,,7.142857142857142e+37,10897.6865,0.99695,0.9905955,0.9987820000000001,3.7499999999999997e+37,3.7499999999999997e+37,0.06,13.501,13.561
1667,,49.955,5033.386,0.9971,0.99052,0.999235,10.974562500000001,11.6485,0.06,17.562,17.622
1668,,8.333333333333333e+37,8727.228333333334,0.9971,0.9914206666666666,0.9992676666666668,5e+37,5e+37,0.06,11.427666666666667,11.487666666666668
1669,,7.142857142857142e+37,5119.529,0.9971,0.992544,0.9993065000000001,3.7499999999999997e+37,3.7499999999999997e+37,0.06,5.6725,5.7325
1671,,9.701492537313447e+37,24750.149571428567,0.9969571428571429,0.9940259285714286,0.9994419285714286,6.964285714285727e+37,6.964285714285727e+37,0.06000000000000002,16.17064285714286,16.23064285714286
1672,,9.740259740259756e+37,28062.424375000002,0.99693125,0.9938920000000001,0.999446,7.031250000000013e+37,7.031250000000013e+37,0.060000000000000026,18.200812499999998,18.260749999999998
1673,,9.574468085106393e+37,28247.3742,0.9969800000000001,0.9938552999999999,0.9994482999999998,6.750000000000009e+37,6.750000000000009e+37,0.06000000000000001,17.493100000000002,17.553099999999997
1674,,9.677419354838722e+37,31834.81,0.9969846153846154,0.9940788461538461,0.9994486923076923,6.923076923076934e+37,6.923076923076934e+37,0.06000000000000002,18.06923076923077,18.12923076923077
1675,,9.615384615384627e+37,27944.048090909087,0.996890909090909,0.9940501818181816,0.9994544545454545,6.818181818181828e+37,6.818181818181828e+37,0.06000000000000001,16.49272727272727,16.55272727272727
1676,,8.823529411764707e+37,36758.886249999996,0.997,0.9947975,0.99945425,5.625e+37,5.625e+37,0.06,13.3045,13.364250000000002
1677,,9.459459459459465e+37,67277.681,0.9970499999999999,0.9945148749999999,0.999459125,6.562500000000006e+37,6.562500000000006e+37,0.13562500000000002,30.046250000000004,30.1855
1678,,9.259259259259259e+37,51838.759,0.9970166666666667,0.9945683333333334,0.9994648333333332,6.2500000000000015e+37,6.2500000000000015e+37,0.06,12.592333333333334,12.652333333333333
1679,,8.333333333333333e+37,20477.947,0.9970666666666667,0.9922143333333334,0.9992246666666666,5e+37,5e+37,0.06,14.504333333333335,14.564333333333332
1680,,7.142857142857142e+37,18000.972999999998,0.99715,0.9931285,0.999271,3.7499999999999997e+37,3.7499999999999997e+37,0.06,9.881,9.940999999999999
1681,,7.142857142857142e+37,8553.2265,0.99735,0.9941774999999999,0.999288,3.7499999999999997e+37,3.7499999999999997e+37,0.06,4.9105,4.97
1682,,8.823529411764707e+37,41006.07575,0.99695,0.9941327500000001,0.9993972499999999,5.625e+37,5.625e+37,0.06,12.346,12.406
1683,,8.333333333333333e+37,22067.627333333334,0.9969666666666667,0.9898723333333334,0.99918,5e+37,5e+37,0.06,13.440333333333335,13.500333333333332
1685,,7.142857142857142e+37,17960.297,0.9971,0.9908589999999999,0.9992205000000001,3.7499999999999997e+37,3.7499999999999997e+37,0.06,8.9765,9.0365
1686,,7.142857142857142e+37,8915.234,0.99715,0.9914815,0.9992695,3.7499999999999997e+37,3.7499999999999997e+37,0.06,4.4725,4.5325
1687,,9.615384615384627e+37,20870.02572727273,0.9969636363636364,0.9937408181818183,0.9994536363636364,6.818181818181828e+37,6.818181818181828e+37,0.06000000000000001,16.153090909090906,16.21309090909091
1688,,9.574468085106393e+37,22777.6419,0.9970100000000001,0.993752,0.9994525000000001,6.750000000000009e+37,6.750000000000009e+37,0.06000000000000001,17.525,17.585
1690,,9.09090909090909e+37,21711.4114,0.9968999999999999,0.9939172,0.9994674,5.9999999999999995e+37,5.9999999999999995e+37,0.06,17.163999999999998,17.223999999999997
1691,,9.09090909090909e+37,21902.3546,0.9968999999999999,0.9938667999999999,0.9994636,5.9999999999999995e+37,5.9999999999999995e+37,0.06,15.237799999999998,15.2978
1692,,8.823529411764707e+37,22844.58375,0.997,0.99081025,0.99920275,5.625e+37,5.625e+37,0.06,15.18125,15.241
1693,,9.459459459459465e+37,23046.510625,0.9969,0.9944839999999999,0.99946475,6.562500000000006e+37,6.562500000000006e+37,0.06,14.54875,14.608625
1694,,9.459459459459465e+37,23039.50075,0.9969,0.9942813749999999,0.999458,6.562500000000006e+37,6.562500000000006e+37,0.06,15.81725,15.877125
1695,,9.09090909090909e+37,15367.324799999999,0.99688,0.9937813999999999,0.999475,5.9999999999999995e+37,5.9999999999999995e+37,0.06,16.812199999999997,16.872
1696,,9.615384615384627e+37,31069.42618181818,0.9970181818181818,0.9940986363636363,0.9994752727272727,6.818181818181828e+37,6.818181818181828e+37,0.06000000000000001,15.71109090909091,15.771090909090908
1697,,8.333333333333333e+37,40909.82266666667,0.997,0.9950756666666667,0.9994976666666666,5e+37,5e+37,0.06,12.891333333333336,12.951333333333332
1698,,49.89,19026.641,0.9971,0.995089,0.999476,-25.008799999999997,1.4803499999999996,0.06,11.724,11.784
1699,,8.333333333333333e+37,40602.979666666666,0.997,0.9945686666666665,0.999492,5e+37,5e+37,0.06,11.012666666666668,11.072666666666668
1700,,8.823529411764707e+37,47000.4575,0.9969,0.9948095,0.9994694999999999,5.625e+37,5.625e+37,0.06,13.45925,13.51925
1701,,8.823529411764707e+37,48136.36275,0.996925,0.9948020000000001,0.9994700000000001,5.625e+37,5.625e+37,0.06,14.3125,14.3725
1702,,50.0,1247.336,0.0,0.0,0.0,-25.0,-21.625237499999997,0.06,0.0,0.0
1705,,49.995,8745.867,0.8333,0.974359,0.971628,-25.0,-5.900500000000003,0.04,0.083,0.123
1706,,50.0,34795.176,1.0,0.987147,0.971626,-25.0,-5.5244125,0.04,0.113,0.153
1707,,50.0,48094.996,0.9647,0.992565,0.989048,-25.000675,-4.995625,0.04,0.163,0.203
1708,,50.0,45357.589,0.9822,0.998093,0.995717,-25.00035,-4.727275000000001,0.04,0.199,0.239
1711,,50.0,59150.173,0.997,0.97921,0.999199,-25.001225,-3.9925125,0.04,0.069,0.109
1712,,50.0,174088.877,0.9971,0.978098,0.999145,-25.001575,-4.557000000000002,0.04,0.069,0.109
1713,,50.0,114198.805,0.9974,0.979504,0.999363,-25.00125,-3.6706374999999962,0.04,0.037,0.077
1714,,50.0,68085.711,0.9925,0.996639,0.999201,-25.000475,-5.4634625,0.04,0.134,0.174
1715,,49.995,98359.301,0.9959,0.997712,0.999644,-25.0013,-4.805162499999998,0.04,0.185,0.225
1716,,49.995,78612.771,0.9962,0.99803,0.999799,-25.007925,-3.5614375000000003,0.04,0.287,0.327
1717,,50.0,50745.742,0.9979,0.978223,0.999163,-25.0021,-4.91005,0.04,0.071,0.111
1718,,50.0,122893.425,0.9968,0.979849,0.999327,-25.000775,-3.6836625000000023,0.04,0.037,0.077
1720,,50.0,51939.796,0.9977,0.978918,0.999213,-25.0006,-4.699462499999999,0.04,0.069,0.109
1721,,49.985,11728.463,0.9972,0.99619,0.999617,-25.012874999999998,2.310762500000001,0.04,2.785,2.825
1722,,9.259259259259259e+37,15211.693833333333,0.9972166666666666,0.9954071666666665,0.9995638333333333,6.2500000000000015e+37,6.2500000000000015e+37,0.04,4.238,4.278
1723,,9.574468085106393e+37,23544.158000000003,0.9969999999999999,0.9940423,0.9994709,6.750000000000009e+37,6.750000000000009e+37,0.039999999999999994,12.962300000000003,13.0023
1724,,8.823529411764707e+37,17832.282,0.997125,0.99521925,0.99952475,5.625e+37,5.625e+37,0.04,11.479750000000001,11.5195
1725,,49.985,459046.83,0.9972,0.996272,0.999608,-25.029050000000005,1.5558750000000003,0.04,5.991,6.031
1726,,7.142857142857142e+37,2571.218,0.9975,0.9959895000000001,0.9995985000000001,3.7499999999999997e+37,3.7499999999999997e+37,0.04,5.8975,5.9375
1727,,8.823529411764707e+37,41201.92725,0.9969,0.99473275,0.99947925,5.625e+37,5.625e+37,0.04,12.90775,12.94775
1728,,50.065,20560.84,0.9973,0.99583,0.99954,-25.081700000000005,1.5596374999999991,0.04,9.73,9.769
1729,,49.97,11575.402,0.9968,0.995666,0.999562,-25.010375000000003,1.4270999999999994,0.04,9.931,9.971
1730,,49.97,19784.967,0.9974,0.99601,0.99954,-25.028574999999996,1.579525000000002,0.04,9.529,9.569
1731,,49.99,23238.745,0.9972,0.996909,0.999612,-25.00855,1.2253249999999998,0.04,4.883,4.923
1732,,7.142857142857142e+37,5375.8895,0.9971,0.9975670000000001,0.9996780000000001,3.7499999999999997e+37,3.7499999999999997e+37,0.04,4.789,4.829000000000001
1733,,49.995,11248.785,0.9971,0.993869,0.99929,8.3222625,11.031062499999999,0.04,4.887,4.927
1734,,7.142857142857142e+37,28490.6805,0.9968,0.994071,0.9994514999999999,3.7499999999999997e+37,3.7499999999999997e+37,0.04,12.769,12.809000000000001
1735,,9.523809523809533e+37,19261.52444444444,0.9970000000000001,0.9938258888888889,0.9994650000000002,6.666666666666674e+37,6.666666666666674e+37,0.04,17.19,17.22988888888889
1736,,9.615384615384627e+37,19036.709181818183,0.9969636363636364,0.9940279090909091,0.999449090909091,6.818181818181828e+37,6.818181818181828e+37,0.039999999999999994,17.17127272727273,17.211272727272725
1737,,9.615384615384627e+37,19174.211454545453,0.9970181818181817,0.9938572727272729,0.9994544545454545,6.818181818181828e+37,6.818181818181828e+37,0.039999999999999994,16.927727272727275,16.96772727272727
1738,,9.615384615384627e+37,19455.04481818182,0.9969454545454546,0.9938416363636363,0.999453,6.818181818181828e+37,6.818181818181828e+37,0.039999999999999994,16.545818181818184,16.585727272727272
1739,,7.142857142857142e+37,14500.0615,0.99725,0.9906794999999999,0.999258,3.7499999999999997e+37,3.7499999999999997e+37,0.04,17.747,17.787
1741,,9.09090909090909e+37,6410.521600000001,0.9970000000000001,0.9937832,0.9994684000000001,5.9999999999999995e+37,5.9999999999999995e+37,0.04,17.087,17.127
1742,,8.333333333333333e+37,15112.698000000002,0.9967666666666667,0.9948086666666667,0.9994953333333333,5e+37,5e+37,0.04,13.579999999999998,13.619666666666667
1743,,9.259259259259259e+37,48659.87983333333,0.9970333333333333,0.9949893333333334,0.9994595,6.2500000000000015e+37,6.2500000000000015e+37,0.04,13.9345,13.974499999999999
1744,,8.823529411764707e+37,34321.2535,0.997,0.99494025,0.99944325,5.625e+37,5.625e+37,0.04,14.082,14.122
