Run Number,Residual Index,Sigma Calibrated
6428,0,0.024733271938875236
6428,1,0.024362016390324946
6428,2,0.028126325536334196
6428,3,0.026329333890582066
6428,4,0.02272059437956456
6428,5,0.02368333759216879
6428,6,0.022230648430909043
6428,7,0.022247100347321896
6428,8,0.021578016874264676
6428,9,0.021988442091454754
6428,10,0.022125639968218466
6428,11,0.023317100657091226
3017,0,0.02126249377081181
3017,1,0.021079667771435624
3017,2,0.02313432725046345
3017,3,0.021747404656601212
3017,4,0.0197793980604203
3017,5,0.020255427019100908
3017,6,0.018543582334548066
3017,7,0.018591369286901752
3017,8,0.019116497444018166
3017,9,0.01921713130188853
3017,10,0.018213854798148535
3017,11,0.0190738977983167
4668,0,0.029437152435940434
4668,1,0.02876935105070877
4668,2,0.03284670770494477
4668,3,0.030907580805041253
4668,4,0.027312288460379332
4668,5,0.028555759508151334
4668,6,0.026074795722628052
4668,7,0.025862723983093548
4668,8,0.02522869380293905
4668,9,0.025525948063562846
4668,10,0.025469691973651853
4668,11,0.027003052470293686
6475,0,0.025971034224340397
6475,1,0.025642079543873403
6475,2,0.029528069878652717
6475,3,0.027379919164877933
6475,4,0.02385180274504501
6475,5,0.024595442876299074
6475,6,0.023619196644941498
6475,7,0.023359153012507763
6475,8,0.022305021168345953
6475,9,0.02279993798620942
6475,10,0.023346108963265583
6475,11,0.02469992777879531
2990,0,0.020409478544685812
2990,1,0.02044633705637064
2990,2,0.022358832685442608
2990,3,0.02101149614982736
2990,4,0.019000463441462282
2990,5,0.01929048161166261
2990,6,0.01796940521607963
2990,7,0.017910258821155108
2990,8,0.01846648672957628
2990,9,0.018589249733733954
2990,10,0.01775372807322322
2990,11,0.018692744832766006
4845,0,0.031118766791548583
4845,1,0.030429980691789843
4845,2,0.034639801837903675
4845,3,0.032533857526388835
4845,4,0.02880489881502882
4845,5,0.030044232621457882
4845,6,0.027646430990328083
4845,7,0.02734279544141616
4845,8,0.02667546738677606
4845,9,0.027157861252583643
4845,10,0.027154793141738482
4845,11,0.02867014742167186
3010,0,0.0199075150694566
3010,1,0.019761118976510204
3010,2,0.0217294094243583
3010,3,0.020473113953047725
3010,4,0.01832476968937545
3010,5,0.01865907833668878
3010,6,0.017388283095469005
3010,7,0.017325543019870323
3010,8,0.017951581901087702
3010,9,0.018168327657524484
3010,10,0.017479664342672542
3010,11,0.018252726896443174
