New_kin,Kin_number,Kin_old,day,run_number,Type,class,Hel_scaler_status,SHMS_angle,Ibeam(uA),charge(mC),#events,duration(min),target ,prescale,coin_status,comments,goodness_code,SuperRunNumber,BeamEnergy,HMS_P,HMS_Thet,NPS_Thet,Run_Length(ks),Target_mass,Current_BCM_1,BCM1(nocut),Computer_live_time,PS_1,PS_2,PS_3,PS_4,PS_5,PS_6,HWP_Status,HMS_Pol,BCM1_Charge(nocut),BCM2_Charge(nocut),BCM4a_charge(nocut),NPS-HMS_coin_time_correction,NPS_target_distance,EL-CLEAN_Scalar,Beam_Polarization,VTP_min_clus_thresh,VTP_sing_phot_thresh,VTP_two_clus_thresh,VTP_seed_energy,VTP_width,VTP_spasrification,Loop2_fan_speed,Loop2_pressure,Loop1_fan_speed,Loop1_pressure,Loop3_fan_speed,Loop3_pressure,Replay Pass
x24_q21_p3,1,KinC_x25_1,4/14/2024,5903,production,g,good,25.616,7.5,5.50,640335,13.13,LH2,ps4=0,sparse,"""""",0,5903,6.372,1.734,25.12,9.31,1.86,0,7.142,12.9,0.996,-1,-1,-1,1,-1,-1,0,-1,12.9,12.82,12.68,2.9,357,672539,83,140,1600,800,50,20,1,57.61,27.23,0,0,0,-999999,2
x24_q21_p3,1,KinC_x25_1,4/14/2024,5904,production,g,good,25.616,7,12.45,1446546,30.59,LH2,ps4=0,sparse,"""""",0,5903,6.372,1.734,25.12,9.31,1.821,0,7.067,12.08,0.997,-1,-1,-1,1,-1,-1,0,-1,12.08,12.01,11.92,2.9,357,630134,83,140,1600,800,50,20,1,57.62,27.12,0,0,0,-999999,2
x24_q21_p3,1,KinC_x25_1,4/14/2024,5905,production,g,good,25.616,7,11.58,1357595,29.82,LH2,ps4=0,sparse,"""""",0,5903,6.372,1.734,25.12,9.31,1.856,0,7.186,13.12,0.995,-1,-1,-1,1,-1,-1,0,-1,13.12,13.04,12.86,2.9,357,684537,83,140,1600,800,50,20,1,57.64,27.08,0,0,0,0,2
x24_q21_p3,1,KinC_x25_1,4/14/2024,5906,production,g,good,25.616,7,12.51,1469566,30.19,LH2,ps4=0,sparse,"""""",0,5903,6.372,1.734,25.12,9.31,1.822,0,7.221,12.61,0.996,-1,-1,-1,1,-1,-1,0,-1,12.61,12.54,12.41,2.9,357,659196,83,140,1600,800,50,20,1,57.64,26.9,0,0,0,0,2
x24_q21_p3,1,KinC_x25_1,4/14/2024,5907,production,g,good,25.616,7,12.19,1417385,30,LH2,ps4=0,sparse,"""""",0,5903,6.372,1.734,25.12,9.31,1.833,0,7.093,10.99,0.996,-1,-1,-1,1,-1,-1,0,-1,10.99,10.92,11.04,2.9,357,570077,83,140,1600,800,50,20,1,57.53,26.78,0,0,0,0,2
x24_q21_p3,1,KinC_x25_1,4/14/2024,5908,production,g,good,25.616,7,10.43,1236895,29.72,LH2,ps4=0,sparse,"""""",0,5903,6.372,1.734,25.12,9.31,1.885,0,7.15,9.56,0.994,-1,-1,-1,1,-1,-1,0,-1,9.56,9.51,9.85,2.9,357,492194,83,140,1600,800,50,20,1,57.82,26.65,0,0,0,-999999,2
x24_q21_p3,1,KinC_x25_1,4/14/2024,5909,production,u,good,25.616,7,9.13,1080071,30.86,LH2,ps4=0,sparse,"""""",2,5903,6.372,1.734,25.12,9.31,1.022,0,7.085,1.77,0.995,-1,-1,-1,1,-1,-1,0,-1,1.77,1.75,2.37,2.9,357,82276,83,140,1600,800,50,20,1,58.15,26.33,0,0,0,-999999,2
x24_q21_p3,1,KinC_x25_1,4/14/2024,5910,production,g,good,25.616,7,1.53,209066,16.7,LH2,ps4=0,sparse,"""short run no beam""",0,5903,6.372,1.734,25.12,9.31,4.803,0,6.683,10.72,0.995,-1,-1,-1,1,-1,-1,0,-1,10.72,10.65,13.17,2.9,357,520173,83,140,1600,800,50,20,1,58.8,25.89,0,0,0,0,2
x24_q21_p3,1,KinC_x25_1,4/14/2024,5911,production,g,good,25.616,7,9.43,1246971,78.06,LH2,ps4=0,sparse,"""""",0,5903,6.372,1.734,25.12,9.31,1.825,0,7.033,10.64,0.997,-1,-1,-1,1,-1,-1,0,-1,10.64,10.58,10.68,2.9,357,553696,83,140,1600,800,50,20,1,58.83,25.85,0,0,0,0,2
x24_q21_p3,1,KinC_x25_1,4/14/2024,5912,production,g,good,25.616,7,10.02,1198522,29.51,LH2,ps4=0,sparse,"""""",0,5903,6.372,1.734,25.12,9.31,1.813,0,6.987,9.96,0.996,-1,-1,-1,1,-1,-1,0,-1,9.96,9.9,10.07,2.9,357,516988,83,140,1600,800,50,20,1,58.19,25.83,0,0,0,0,2
x24_q21_p3,1,KinC_x25_1,4/14/2024,5913,production,g,good,25.616,7,9.47,1123101,29.67,LH2,ps4=0,sparse,"""""",0,5903,6.372,1.734,25.12,9.31,1.22,0,5.19,5.79,0.998,-1,-1,-1,1,-1,-1,0,-1,5.79,5.75,5.76,2.9,357,311553,83,140,1600,800,50,20,1,58.37,25.8,0,0,0,0,2
x24_q21_p3,1,KinC_x25_1,4/14/2024,5914,production,g,good,25.616,5,5.50,658748,19.85,LH2,ps4=0,sparse,"""""",0,5903,6.372,1.734,25.12,9.31,0.919,0,6.963,5.1,0.992,-1,-1,-1,1,-1,-1,0,-1,5.1,5.06,5.14,2.9,357,263872,83,140,1600,800,50,20,1,58.51,25.81,0,0,0,0,2
x24_q21_p3,1,KinC_x25_1,4/14/2024,5915,production,g,good,25.616,7,4.79,574637,14.96,LH2,ps4=0,off,"""""",0,5917,6.372,1.734,25.12,9.31,0.922,0,7.037,5.91,0.993,-1,-1,3,-1,-1,-1,0,-1,5.91,5.87,5.86,2.9,357,308492,83,140,1600,800,50,20,1,58.94,25.77,0,0,0,0,2
x24_q21_p3,1,KinC_x25_1,4/14/2024,5916,junk,b,unknown,25.616,7,0.00,11863,0.24,LH2,ps4=0,sparse,"""""",-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,0,
x24_q21_p3,1,KinC_x25_1,4/16/2024,5917,production,g,good,25.616,7,5.59,664375,14.91,LH2,ps3=2,sparse,"""""",0,5918,6.372,1.734,25.12,9.31,2.073,0,6.931,11.25,0.994,-1,-1,-1,1,-1,-1,0,-1,11.26,11.18,11.39,2.9,357,620026,83,140,1600,800,50,20,1,58.97,25.81,0,0,0,-999999,2
x24_q21_p3,1,KinC_x25_1,4/16/2024,5918,production,g,good,25.616,7,10.68,1538743,33.85,dummy,ps4=0,sparse,"""""",0,5918,6.372,1.734,25.12,9.31,1.058,0,6.973,6.88,0.991,-1,-1,-1,1,-1,-1,0,-1,6.88,6.84,6.79,2.9,357,382801,83,140,1600,800,50,20,1,58.31,25.77,0,0,0,0,2
x24_q21_p3,1,KinC_x25_1,4/16/2024,5919,production,u,good,25.616,7,6.61,937885,17.35,dummy,ps4=0,sparse,"""""",3,5921,6.372,1.734,25.12,9.31,0,0,0,0,9.999,99,99,99,99,99,99,0,-1,0,0,0,2.9,357,0,83,0,0,0,0,0,0,58.76,25.76,0,0,0,0,2
x24_q21_p3,1,KinC_x25_1,4/16/2024,5920,junk,b,unknown,25.616,5,0.00,31727,0.74,dummy,ps4=0,sparse,"""""",-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,0,
x24_q21_p3,1,KinC_x25_1,4/16/2024,5921,junk,b,unknown,25.616,4,0.00,0,2,dummy,ps4=0,sparse,"""no end of run script """,0,5918,6.372,1.734,25.12,9.31,0.846,0,4.009,3.07,0.998,-1,-1,-1,1,-1,-1,0,-1,3.07,3.06,3.09,2.9,357,179174,83,140,1600,800,50,20,1,58.82,25.83,0,0,0,0,2
x24_q21_p3,1,KinC_x25_1,4/16/2024,5922,production,g,good,25.616,7,2.91,424080,13.74,dummy,ps4=0,sparse,"""""",0,5925,6.371,1.734,25.12,9.31,1.864,0,4.078,6.05,0.991,-1,-1,-1,1,-1,-1,0,-1,6.05,6.01,6.26,2.9,357,828146,83,140,1600,800,50,20,1,58.91,25.83,0,0,0,0,2
x24_q21_p3,1,KinC_x25_1,4/16/2024,5923,production,b,unknown,25.616,5,0.82,335750,2.64,LD2,ps4=0,sparse,"""""",-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,0,
x24_q21_p3,1,KinC_x25_1,4/16/2024,5924,production,b,unknown,25.616,4.5,0.65,260484,2.28,LD2,ps4=0,sparse,"""""",-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,0,
x24_q21_p3,1,KinC_x25_1,4/16/2024,5925,production,g,good,25.616,4,5.67,2309294,30.26,LD2,ps4=0,sparse,"""""",0,5925,6.372,1.734,25.12,9.31,1.8,0,4.168,7.34,0.99,-1,-1,-1,1,-1,-1,0,-1,7.34,7.3,7.24,2.9,357,1019295,83,140,1600,800,50,20,1,58.98,25.83,0,0,0,0,2
x24_q21_p3,1,KinC_x25_1,4/16/2024,5926,production,g,good,25.616,4,6.95,2828660,29,LD2,ps4=0,sparse,"""""",0,5925,6.372,1.734,25.12,9.31,1.844,0,4.133,7.22,0.991,-1,-1,-1,1,-1,-1,0,-1,7.22,7.18,7.17,2.9,357,1002348,83,140,1600,800,50,20,1,58.95,25.84,0,0,0,0,2
x24_q21_p3,1,KinC_x25_1,4/16/2024,5927,production,g,good,25.616,4,6.87,2782483,29.99,LD2,ps4=0,sparse,"""""",0,5925,6.372,1.734,25.12,9.31,1.851,0,4.146,7.1,0.989,-1,-1,-1,1,-1,-1,0,-1,7.1,7.06,7.09,2.9,357,985890,83,140,1600,800,50,20,1,58.96,25.83,0,0,0,0,2
x24_q21_p3,1,KinC_x25_1,4/16/2024,5928,production,g,good,25.616,4,6.74,2739372,30.03,LD2,ps4=0,sparse,"""""",0,5925,6.372,1.734,25.12,9.31,1.989,0,4.092,7.42,0.99,-1,-1,-1,1,-1,-1,0,-1,7.42,7.38,7.43,2.9,357,1024546,83,140,1600,800,50,20,1,58.84,25.82,0,0,0,0,2
x24_q21_p3,1,KinC_x25_1,4/16/2024,5929,production,g,good,25.616,4,7.07,2855513,32.61,LD2,ps4=0,sparse,"""""",0,5925,6.372,1.734,25.12,9.31,1.873,0,4.155,7.57,0.991,-1,-1,-1,1,-1,-1,0,-1,7.57,7.52,7.47,2.9,357,1050278,83,140,1600,800,50,20,1,58.88,25.84,0,0,0,0,2
x24_q21_p3,1,KinC_x25_1,4/16/2024,5930,production,g,good,25.616,4,7.24,2920349,30.57,LD2,ps4=0,sparse,"""""",0,5925,6.372,1.734,25.12,9.31,2.74,0,4.128,7.48,0.992,-1,-1,-1,1,-1,-1,0,-1,7.48,7.43,8.1,2.9,357,1006028,83,140,1600,800,50,20,1,58.31,25.84,0,0,0,0,2
x24_q21_p3,1,KinC_x25_1,4/16/2024,5931,production,g,good,25.616,4,6.84,2836379,44.13,LD2,ps4=0,sparse,"""""",0,5925,6.371,1.734,25.12,9.31,2.143,0,4.018,7.65,0.99,-1,-1,-1,1,-1,-1,0,-1,7.66,7.61,7.72,2.9,357,1057291,83,140,1600,800,50,20,1,59.19,25.82,0,0,0,0,2
x24_q21_p3,1,KinC_x25_1,4/16/2024,5932,production,g,good,25.616,4,7.20,2943177,34.6,LD2,ps4=0,sparse,"""""",0,5925,6.372,1.734,25.12,9.31,1.23,0,2.685,3.01,0.994,-1,-1,-1,1,-1,-1,0,-1,3.01,2.99,3.08,2.9,357,419874,83,140,1600,800,50,20,1,58.91,25.79,0,0,0,0,2
x24_q21_p3,1,KinC_x25_1,4/16/2024,5933,production,g,good,25.616,2.5,2.83,1140493,19.74,LD2,ps4=0,sparse,"""""",0,5934,6.372,1.734,25.12,9.31,0.87,0,4.096,3.51,0.998,-1,-1,-1,3,-1,-1,0,-1,3.51,3.49,3.46,2.9,357,488228,83,140,1600,800,50,20,1,59.02,25.82,0,0,0,0,2
x24_q21_p3,1,KinC_x25_1,4/16/2024,5934,production,g,good,25.616,4,3.41,1352425,14.37,LD2,ps4=0,off,"""""",0,5937,6.372,1.734,25.12,9.31,0.919,0,4.129,3.65,0.995,-1,-1,9,-1,-1,-1,0,-1,3.65,3.63,3.61,2.9,357,505962,83,140,1600,800,50,20,1,59.04,25.82,0,0,0,0,2
x24_q21_p3,1,KinC_x25_1,4/16/2024,5935,junk,b,unknown,25.616,4,0.00,112198,1.16,LD2,ps4=2,sparse,"""""",-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,0,
x24_q21_p3,1,KinC_x25_1,4/16/2024,5936,junk,b,unknown,25.616,4,0.00,72452,0.75,LD2,ps3=2,sparse,"""""",-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,0,
x24_q21_p3,1,KinC_x25_1,4/16/2024,5937,production,g,good,25.616,4,3.52,1408571,15.07,LD2,ps3=4,sparse,"""""",0,5903,6.371,1.734,25.12,9.31,1.947,0,7.062,11.78,0.995,-1,-1,-1,1,-1,-1,0,-1,11.78,11.72,11.79,2.9,357,612098,83,140,1600,800,50,20,1,58.98,25.89,0,0,0,0,2
x24_q21_p3,1,KinC_x25_1,4/16/2024,5938,production,g,good,25.616,7,11.30,1327819,31.95,LH2,ps4=0,sparse,"""""",0,5939,6.371,1.734,25.12,9.31,1.664,0,7.201,10.86,0.996,-1,-1,-1,1,-1,-1,0,1,10.86,10.79,10.78,2.9,357,565020,83,140,1600,800,50,20,1,58.59,25.95,0,0,0,-999999,2
x24_q21_p3,1,KinC_x25_1,4/16/2024,5939,production,g,good,25.616,7,10.43,1223071,27.34,LH2,ps4=0,sparse,"""""",0,5941,6.371,1.734,25.12,9.31,2.067,0,7.034,13.21,0.993,-1,-1,-1,1,-1,-1,0,1,13.21,13.13,13.09,2.9,357,116284,83,140,1600,800,50,20,1,57.6,26.67,0,0,0,0,2
x24_q21_p3,1,KinC_x25_1,4/16/2024,5940,junk,b,unknown,25.616,7,0.00,0,0,LH2,ps4=0,sparse,"""""",-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,0,
x24_q21_p3,1,KinC_x25_1,4/17/2024,5941,Positron,g,unknown,25.616,7,12.36,1861634,33.11,LH2_,ps4=0,sparse,"""""",0,5939,6.37,1.734,25.12,9.31,2.007,0,6.966,9.51,0.994,-1,-1,-1,1,-1,-1,0,1,9.51,9.45,9.85,2.9,357,83345,83,140,1600,800,50,20,1,57.43,26.8,0,0,0,0,2
x24_q21_p3,1,KinC_x25_1,4/17/2024,5942,Positron,g,unknown,25.616,7,8.92,1343607,32.7,LH2_,ps4=0,sparse,"""""",0,5939,6.37,1.734,25.12,9.31,1.844,0,7.145,11.51,0.992,-1,-1,-1,1,-1,-1,0,1,11.52,11.48,11.51,2.9,357,99839,83,140,1600,800,50,20,1,57.25,26.86,0,0,0,0,2
x24_q21_p3,1,KinC_x25_1,4/17/2024,5943,Positron,g,unknown,25.616,7,11.13,1628355,30.31,LH2_,ps4=0,sparse,"""""",0,5939,6.37,1.734,25.12,9.31,2.377,0,6.996,12.15,0.992,-1,-1,-1,1,-1,-1,0,1,12.15,12.1,12.46,2.9,357,106231,83,140,1600,800,50,20,1,57.6,26.79,0,0,0,0,2
x24_q21_p3,1,KinC_x25_1,4/17/2024,5944,Positron,g,unknown,25.616,7,11.48,1720614,38.79,LH2_,ps4=0,sparse,"""""",0,5945,6.37,1.734,25.12,9.31,1.849,0,4.091,6.9,0.997,-1,-1,-1,1,-1,-1,0,1,6.9,6.86,6.93,2.9,357,89816,83,140,1600,800,50,20,1,57.62,26.73,0,0,0,0,2
x24_q21_p3,1,KinC_x25_1,4/17/2024,5945,Positron,g,unknown,25.616,4,6.65,965885,30.53,dummy_,ps4=0,sparse,"""""",0,5946,6.371,1.734,25.12,9.31,1.864,0,4.161,7.24,0.988,-1,-1,-1,1,-1,-1,0,1,7.24,7.2,7.22,2.9,357,136621,83,140,1600,800,50,20,1,57.56,26.63,0,0,0,0,2
x24_q21_p3,1,KinC_x25_1,4/17/2024,5946,Positron,g,unknown,25.616,4,6.89,2828280,30.39,LD2_,ps4=0,sparse,"""""",0,5946,6.37,1.734,25.12,9.31,1.819,0,4.151,7.01,0.984,-1,-1,-1,1,-1,-1,0,1,7.01,6.96,7,2.9,357,131873,83,140,1600,800,50,20,1,57.64,26.56,0,0,0,0,2
x24_q21_p3,1,KinC_x25_1,4/17/2024,5947,Positron,g,unknown,25.616,4,6.67,2734773,29.46,LD2_,ps4=0,sparse,"""""",0,5946,6.37,1.734,25.12,9.31,1.818,0,4.161,7.06,0.99,-1,-1,-1,1,-1,-1,0,1,7.07,7.03,7.04,2.9,357,134909,83,140,1600,800,50,20,1,57.86,26.49,0,0,0,0,2
x24_q21_p3,1,KinC_x25_1,4/17/2024,5948,Positron,g,unknown,25.616,4,6.62,2767897,29.06,LD2_,ps4=0,sparse,"""""",0,5946,6.37,1.734,25.12,9.31,1.817,0,4.125,7.18,0.988,-1,-1,-1,1,-1,-1,0,1,7.18,7.13,7.11,2.9,357,137761,83,140,1600,800,50,20,1,57.98,26.42,0,0,0,0,2
x24_q21_p3,1,KinC_x25_1,4/17/2024,5949,Positron,g,unknown,25.616,4,6.74,2815186,29.12,LD2_,ps4=0,sparse,"""""",0,5946,6.37,1.734,25.12,9.31,1.821,0,4.093,6.66,0.991,-1,-1,-1,1,-1,-1,0,1,6.66,6.62,6.71,2.9,357,128002,83,140,1600,800,50,20,1,57.69,26.34,0,0,0,0,2
x24_q21_p3,1,KinC_x25_1,4/17/2024,5950,junk,b,unknown,25.616,4,0.00,1590,0.66,LD2_,ps4=0,sparse,"""""",-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,0,
x24_q21_p3,1,KinC_x25_1,4/17/2024,5951,Positron,g,unknown,25.616,4,6.29,2608986,29.56,LD2_,ps4=0,sparse,"""""",0,5946,6.37,1.734,25.12,9.31,1.826,0,4.059,6.49,0.988,-1,-1,-1,1,-1,-1,0,1,6.49,6.45,6.58,2.9,357,125066,83,140,1600,800,50,20,1,57.87,26.27,0,0,0,0,2
x24_q21_p3,1,KinC_x25_1,4/17/2024,5952,Positron,g,unknown,25.616,4,6.13,2547018,29.84,LD2_,ps4=0,sparse,"""""",0,5953,6.37,1.734,25.12,9.31,1.825,0,4.12,6.67,0.987,-1,-1,-1,1,-1,-1,0,1,6.67,6.62,6.73,2.9,357,127395,83,0,0,0,0,0,0,57.91,26.25,0,0,0,0,2
x24_q21_p3,1,KinC_x25_1,4/17/2024,5953,Positron,g,unknown,25.616,4,6.24,2621636,29.37,LD2_,ps4=0,sparse,"""""",0,5925,6.371,1.734,25.12,9.31,1.911,0,4.078,7.18,0.989,-1,-1,-1,1,-1,-1,0,-1,7.18,7.13,7.18,2.9,357,991054,83,140,1600,800,50,20,1,57.9,26.23,0,0,0,0,2
x24_q21_p3,1,KinC_x25_1,4/17/2024,5954,production,g,good,25.616,4,6.90,2774997,31.34,LD2,ps4=0,sparse,"""""",0,5925,6.37,1.734,25.12,9.31,1.82,0,4.176,7.05,0.99,-1,-1,-1,1,-1,-1,0,-1,7.05,7.01,7.03,2.9,357,975944,83,140,1600,800,50,20,1,58.18,26.23,0,0,0,0,2
x24_q21_p3,1,KinC_x25_1,4/17/2024,5955,production,g,good,25.616,4,6.70,2728257,29.66,LD2,ps4=0,sparse,"""""",0,5925,6.37,1.734,25.12,9.31,1.845,0,4.228,7.8,0.99,-1,-1,-1,1,-1,-1,0,-1,7.8,7.75,7.65,2.9,357,1087392,83,140,1600,800,50,20,1,58.27,26.23,0,0,0,0,2
x24_q21_p3,1,KinC_x25_1,4/18/2024,5956,production,g,good,25.616,4,7.49,3030349,30.08,LD2,ps4=0,sparse,"""""",0,5925,6.37,1.734,25.12,9.31,2.204,0,4.037,7.12,0.989,-1,-1,-1,1,-1,-1,0,-1,7.12,7.08,7.38,2.9,357,974041,83,140,1600,800,50,20,1,58.5,26.22,0,0,0,0,2
x24_q21_p3,1,KinC_x25_1,4/18/2024,5957,production,g,good,25.616,4,6.69,2739338,35.88,LD2,ps4=0,sparse,"""""",0,5925,6.37,1.734,25.12,9.31,1.94,0,4.071,7.2,0.988,-1,-1,-1,1,-1,-1,0,-1,7.2,7.15,7.21,2.9,357,994284,83,140,1600,800,50,20,1,58.03,26.19,0,0,0,0,2
x24_q21_p3,1,KinC_x25_1,4/18/2024,5958,production,g,good,25.616,4,6.71,2781227,31.24,LD2,ps4=0,sparse,"""""",0,5925,6.37,1.734,25.12,9.31,1.786,0,4.147,7.32,0.988,-1,-1,-1,1,-1,-1,0,-1,7.32,7.27,7.21,2.9,357,1017346,83,140,1600,800,50,20,1,58.62,26.17,0,0,0,0,2
x24_q21_p3,1,KinC_x25_1,4/18/2024,5959,production,g,good,25.616,4,6.98,2839299,28.91,LD2,ps4=0,sparse,"""""",0,5925,6.37,1.734,25.12,9.31,1.82,0,4.118,7.25,0.988,-1,-1,-1,1,-1,-1,0,-1,7.25,7.2,7.17,2.9,357,1007267,83,140,1600,800,50,20,1,58.72,26.13,0,0,0,0,2
x24_q21_p3,1,KinC_x25_1,4/18/2024,5960,production,g,good,25.616,4,7.00,2812038,29.84,LD2,ps4=0,sparse,"""""",0,5925,6.37,1.734,25.12,9.31,2.339,0,4.118,9.24,0.989,-1,-1,-1,1,-1,-1,0,-1,9.24,9.18,9.15,2.9,357,1282053,83,140,1600,800,50,20,1,58.99,26.1,0,0,0,0,2
x24_q21_p3,1,KinC_x25_1,4/18/2024,5961,production,g,good,25.616,4,8.85,3581068,38.17,LD2,ps4=0,sparse,"""""",0,5925,6.37,1.734,25.12,9.31,1.784,0,4.119,7.19,0.988,-1,-1,-1,1,-1,-1,0,-1,7.19,7.14,7.08,2.9,357,1000324,83,140,1600,800,50,20,1,59.21,26.06,0,0,0,0,2
x24_q21_p3,1,KinC_x25_1,4/18/2024,5962,production,g,good,25.616,4,6.87,2790899,29.03,LD2,ps4=0,sparse,"""""",0,5903,6.371,1.734,25.12,9.31,1.354,0,4.842,4.66,0.999,-1,-1,-1,1,-1,-1,0,-1,4.66,4.63,4.88,2.9,357,247675,83,140,1600,800,50,20,1,59.02,26.02,0,0,0,0,2
x24_q21_p3,1,KinC_x25_1,4/18/2024,5963,production,g,good,25.616,7,4.33,537531,22.09,LH2,ps4=0,sparse,"""""",0,5964,6.37,1.734,25.12,9.31,0.926,0,6.749,4.48,0.998,-1,-1,-1,3,-1,-1,0,-1,4.48,4.45,4.61,2.9,357,231443,83,140,1600,800,50,20,1,59.08,26,0,0,0,0,2
x24_q21_p3,1,KinC_x25_1,4/18/2024,5964,production,g,good,25.616,7,4.13,509806,14.9,LH2,ps4=0,sparse,"""""",0,5918,6.37,1.734,25.12,9.31,1.799,0,4.137,7.15,0.998,-1,-1,-1,1,-1,-1,0,-1,7.15,7.11,7.08,2.9,357,418123,83,140,1600,800,50,20,1,58.87,25.93,0,0,0,0,2
x24_q21_p3,1,KinC_x25_1,4/18/2024,5965,production,g,good,25.616,7,6.84,990851,29.36,LH2,ps4=0,sparse,"""""",0,5918,6.37,1.734,25.12,9.31,0.677,0,4.205,1.38,0.996,-1,-1,-1,1,-1,-1,0,-1,1.38,1.37,1.64,2.9,357,75316,83,140,1600,800,50,20,1,59.12,25.91,0,0,0,0,2
x24_q21_p3,1,KinC_x25_1,4/18/2024,5966,production,g,good,25.616,7,1.25,193025,11.12,LH2,ps4=0,sparse,"""""",0,5918,6.37,1.734,25.12,9.31,1.421,0,4.115,4.95,0.997,-1,-1,-1,1,-1,-1,0,-1,4.95,4.91,5.05,2.9,357,286807,83,140,1600,800,50,20,1,59.08,25.9,0,0,0,0,2
x24_q21_p3,1,KinC_x25_1,4/18/2024,5967,production,g,good,25.616,7,4.69,806612,23.29,LH2,ps4=0,sparse,"""""",0,5925,6.371,1.734,25.12,9.31,1.258,0,2.605,2.72,0.994,-1,-1,-1,1,-1,-1,0,-1,2.72,2.71,2.91,2.9,357,373430,83,140,1600,800,50,20,1,59.28,25.87,0,0,0,-999999,2
x24_q21_p3,1,KinC_x25_1,4/18/2024,5968,junk,b,unknown,25.616,7,0.00,0,0,LH2,ps4=0,sparse,"""""",-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,0,
x24_q21_p3,1,KinC_x25_1,4/18/2024,5969,production,g,good,25.616,7,2.57,1027955,20.52,LH2,ps4=0,sparse,"""""",0,5934,6.37,1.734,25.12,9.31,0.946,0,4.009,3.18,0.996,-1,-1,-1,3,-1,-1,0,-1,3.18,3.16,3.25,2.9,357,435925,83,140,1600,800,50,20,1,59.16,25.85,0,0,0,-999999,2
x24_q21_p3,1,KinC_x25_1,4/18/2024,5970,production,g,good,25.616,7,2.99,1225147,15.47,LH2,ps4=0,sparse,"""""",0,5925,6.37,1.734,25.12,9.31,0.347,0,4.103,1.37,0.988,-1,-1,-1,1,-1,-1,0,-1,1.37,1.36,1.36,2.9,357,189642,83,140,1600,800,50,20,1,59.02,25.86,0,0,0,0,2
x24_q21_p3,1,KinC_x25_1,4/18/2024,5971,production,g,good,25.616,7,1.33,529557,5.71,LH2,ps4=0,sparse,"""""",0,5925,6.37,1.734,25.12,9.31,1.432,0,4.123,5.63,0.987,-1,-1,-1,1,-1,-1,1,-1,5.63,5.6,5.59,2.9,357,779656,83,140,1600,800,50,20,1,59.31,25.84,0,0,0,0,2
x24_q21_p3,1,KinC_x25_1,4/18/2024,5972,production,g,good,25.616,7,5.35,2180077,23.27,LH2,ps4=0,sparse,"""""",0,5925,6.37,1.734,25.12,9.31,1.69,0,4.102,6.43,0.988,-1,-1,-1,1,-1,-1,1,-1,6.43,6.4,6.43,2.9,357,889676,83,140,1600,800,50,20,1,59.15,25.87,0,0,0,0,2
