Run Number,Residual Index,Sigma Calibrated
6481,10,0.25875944480497265
6481,11,0.258759440313116
6679,0,0.25115866263446723
6679,1,0.2587593960222469
6679,2,0.24975481106957984
6679,3,0.2587593690943422
6679,4,0.2587593690943422
6679,5,0.24975481106957992
6679,6,0.24975481106957984
6679,7,0.2587593960222469
6679,8,0.2587593960222469
6679,9,0.25875941132295255
6679,10,0.2587594216763802
6679,11,0.25875941132295255
6382,0,0.25875944031279874
6382,1,0.2587593960222469
6382,2,0.2587593690943422
6382,3,0.2587593690943422
6382,4,0.2587593960222469
6382,5,0.24975481106957992
6382,6,0.24975481106957984
6382,7,0.2587593960222469
6382,8,0.25115866263447223
6382,9,0.24975481106957984
6382,10,0.24975481106957992
6382,11,0.25115866263446723
6425,0,0.023618391346908386
6425,1,0.023541557888126993
6425,2,0.025942339416876084
6425,3,0.02474408539555129
6425,4,0.021962979249164166
6425,5,0.02276036353663739
6425,6,0.0215670721852054
6425,7,0.021401059864481143
6425,8,0.02112331819710324
6425,9,0.021613902131744432
6425,10,0.021318337834776133
6425,11,0.02256188855648489
3160,0,0.0
3160,1,0.0
3160,2,0.0
3160,3,0.0
3160,4,0.0
3160,5,0.0
3160,6,0.0
3160,7,0.0
3160,8,0.0
3160,9,0.0
3160,10,0.0
3160,11,0.0
6326,0,0.25115866263446723
6326,1,0.2587594448048623
6326,2,0.25875942925286716
6326,3,0.24681612388806196
6326,4,0.2587594216763011
6326,5,0.2587593690943422
6326,6,0.24975481106957984
6326,7,0.25115866263447223
6326,8,0.25875941132295255
6326,9,0.2587594216763802
6326,10,0.2587594448048623
6326,11,0.25875944031279874
5187,0,0.02983897740721303
5187,1,0.02799381348487765
5187,2,0.03805579201644803
5187,3,0.03360308026636592
5187,4,0.028394925969481056
5187,5,0.029609813650828033
5187,6,0.02782450973630168
5187,7,0.027872323362463897
5187,8,0.026287827289455185
5187,9,0.02649360908907704
5187,10,0.02876499892854763
5187,11,0.028841565931138763
2411,0,0.2587593690943422
2411,1,0.2587593690943422
2411,2,0.24975481106957992
2411,3,0.24975481106957984
2411,4,0.25115866263446723
2411,5,0.25115866263447223
2411,6,0.25875942925285883
2411,7,0.25875941132295255
2411,8,0.2587594216763011
2411,9,0.2587593960222469
2411,10,0.25875941132295255
2411,11,0.2587593690943422
6476,0,0.02498689496876749
6476,1,0.024459754540212427
6476,2,0.027804909278542442
6476,3,0.026208320263956836
6476,4,0.023084455552701968
6476,5,0.02377855489395234
6476,6,0.02341300123178724
6476,7,0.023346198730320844
6476,8,0.02201700018369395
6476,9,0.02245766378026859
6476,10,0.023679787354690847
6476,11,0.024710199262266554
6375,0,0.2587594216763802
6375,1,0.24975481106957984
6375,2,0.24975481106957984
6375,3,0.24975481106957984
6375,4,0.25115866263446723
6375,5,0.2587593690943422
6375,6,0.25875941132295255
6375,7,0.24975481106957984
6375,8,0.2587594216763802
6375,9,0.25115866263447223
6375,10,0.2587593690943422
6375,11,0.2587593960222469
1497,0,0.025723859332336663
1497,1,0.024513138596544866
1497,2,0.029455888413663322
1497,3,0.02767382326836909
1497,4,0.023943471865976094
1497,5,0.025232191239626448
1497,6,0.02475046570743424
1497,7,0.023680999770490947
1497,8,0.022438850221976895
1497,9,0.023480799694893514
1497,10,0.023592820341487596
1497,11,0.024665193047566862
6152,0,0.029727571738330176
6152,1,0.029176019071468433
6152,2,0.03701954579311488
6152,3,0.03383797034979354
6152,4,0.02982242330710765
6152,5,0.03020466946704354
6152,6,0.029732638789018807
6152,7,0.029585311398994188
6152,8,0.027432884096260973
6152,9,0.028114290510220755
6152,10,0.030149380378853223
6152,11,0.03100969030645703
6380,0,0.0
6380,1,0.0
6380,2,0.0
6380,3,0.0
6380,4,0.0
6380,5,0.0
6380,6,0.0
6380,7,0.0
6380,8,0.0
6380,9,0.0
6380,10,0.0
6380,11,0.0
6178,0,0.030355940940957817
6178,1,0.02901760483142864
6178,2,0.03795415605534522
6178,3,0.03439101954493897
6178,4,0.02968300832757951
6178,5,0.030425941718479347
6178,6,0.03008972287419954
6178,7,0.03074186943017199
6178,8,0.02745191637674756
6178,9,0.02833937763651768
6178,10,0.03178809961992059
6178,11,0.0326955726411431
2252,0,0.0
2252,1,0.0
2252,2,0.0
2252,3,0.0
2252,4,0.0
2252,5,0.0
2252,6,0.0
2252,7,0.0
2252,8,0.0
2252,9,0.0
2252,10,0.0
2252,11,0.0
1508,0,0.028879049261023096
1508,1,0.026670784899502475
1508,2,0.032290584220643036
1508,3,0.0304195191624815
1508,4,0.026441387014163563
1508,5,0.028221633907621654
1508,6,0.027752948567764946
1508,7,0.027161701361231454
1508,8,0.025563953682324253
1508,9,0.025669139458898368
1508,10,0.026564667196445034
1508,11,0.02854190207370334
5172,0,0.024836100613191157
5172,1,0.02465306492879945
5172,2,0.02674390611754488
5172,3,0.025349828470971773
5172,4,0.02314757913381532
5172,5,0.023502780938414725
5172,6,0.021964178749300445
5172,7,0.02166249881599438
5172,8,0.022331433872831645
5172,9,0.02256875238082371
5172,10,0.021199172145657336
5172,11,0.022576722526663442
6267,0,0.25875944480497265
6267,1,0.2587594527631443
6267,2,0.23860665019952534
6267,3,0.2587595667572284
6267,4,0.25875944887690067
6267,5,0.2587594527631443
6267,6,0.2587594352775018
6267,7,0.2587594216763802
6267,8,0.24738202131604453
6267,9,0.25240249396082404
6267,10,0.25115866263446723
6267,11,0.2587593960222469
6482,0,0.0
6482,1,0.0
6482,2,0.0
6482,3,0.0
6482,4,0.0
6482,5,0.0
6482,6,0.0
6482,7,0.0
6482,8,0.0
6482,9,0.0
6482,10,0.0
6482,11,0.0
6179,0,0.030656324888727316
6179,1,0.029318358892167988
6179,2,0.03987549217645101
6179,3,0.03713110044909938
6179,4,0.03009281336221287
6179,5,0.031049640294297826
6179,6,0.030449131580540873
6179,7,0.030010840853790643
6179,8,0.027092387781523904
6179,9,0.02847265792618359
6179,10,0.03185012377336476
6179,11,0.033410761070856984
1463,0,0.029949724549227626
1463,1,0.027648801018860483
1463,2,0.034707933524217735
1463,3,0.03177510426994619
1463,4,0.027003894275570057
1463,5,0.029225923703911142
1463,6,0.028384713904199714
1463,7,0.02736842400479082
1463,8,0.025588845033766416
1463,9,0.026231720826935645
1463,10,0.027312100751683187
1463,11,0.029715046429964084
6381,0,0.2587593690943422
6381,1,0.24975481106957992
6381,2,0.24975481106957992
6381,3,0.25875942925286716
6381,4,0.2587594216763011
6381,5,0.25875944887690067
6381,6,0.25115866263447223
6381,7,0.2587593690943422
6381,8,0.25875941132295255
6381,9,0.2587594216763011
6381,10,0.24975481106957984
6381,11,0.2587593690943422
5173,0,0.02458996958731045
5173,1,0.024947417649815663
5173,2,0.026784789596205602
5173,3,0.025294940941040824
5173,4,0.023416445294610434
5173,5,0.023357416223313717
5173,6,0.02211129042404185
5173,7,0.021981406497941
5173,8,0.022033876330818453
5173,9,0.022539223506552103
5173,10,0.021767190021143783
5173,11,0.023050249763088816
2192,0,0.25115866263446723
2192,1,0.25875942925285883
2192,2,0.2587593960222469
2192,3,0.2587594488770885
2192,4,0.25875941132295255
2192,5,0.2587593960222469
2192,6,0.2587593690943422
2192,7,0.2587594216763011
2192,8,0.25875941132295255
2192,9,0.24975481106957984
2192,10,0.25875942925286716
2192,11,0.2587593960222469
5186,0,0.03059214804736955
5186,1,0.02853928449235145
5186,2,0.03791157883037139
5186,3,0.0347694395270667
5186,4,0.02928431639691734
5186,5,0.029662867657849843
5186,6,0.02834744096208738
5186,7,0.02798363582501149
5186,8,0.02627453191383194
5186,9,0.02731051461213013
5186,10,0.030029588462521233
5186,11,0.03029038101121316
6327,0,0.24975481106957984
6327,1,0.2238332180810406
6327,2,0.2587593690943422
6327,3,0.25875944887690067
6327,4,0.25875942925286716
6327,5,0.2587594352775018
6327,6,0.2587593690943422
6327,7,0.2587593960222469
6327,8,0.25875942925286716
6327,9,0.25115866263447223
6327,10,0.25875941132295255
6327,11,0.2587593690943422
2340,0,0.2587594216763802
2340,1,0.2587593960222469
2340,2,0.2587594527629917
2340,3,0.2587593690943422
2340,4,0.25875941132295255
2340,5,0.23860665019952534
2340,6,0.25115866263446723
2340,7,0.2587594352775018
2340,8,0.2587593690943422
2340,9,0.2587594216763802
2340,10,0.24975481106957992
2340,11,0.2587594448048623
2443,0,0.2587593690943422
2443,1,0.25115866263446723
2443,2,0.2587593690943422
2443,3,0.25115866263447223
2443,4,0.25875942925285883
2443,5,0.2587593690943422
2443,6,0.2587593960222469
2443,7,0.25115866263446723
2443,8,0.25875941132295255
2443,9,0.25115866263446723
2443,10,0.2587593690943422
2443,11,0.24975481106957992
6153,0,0.030043973148545282
6153,1,0.029088298614102316
6153,2,0.03773614444252301
6153,3,0.0343044138090294
6153,4,0.02972409898284212
6153,5,0.030540137589518426
6153,6,0.030346057715646566
6153,7,0.030381646223077426
6153,8,0.027400239786095973
6153,9,0.02795836558688448
6153,10,0.03174006378834681
6153,11,0.032907328562161164
3132,0,0.2587593690943422
3132,1,0.258759440313116
3132,2,0.25875944480497265
3132,3,0.25875941132295255
3132,4,0.2587594352775018
3132,5,0.24975481106957992
3132,6,0.2587594352775018
3132,7,0.23860665019952534
3132,8,0.25875941132295255
3132,9,0.24975481106957984
3132,10,0.2587593960222469
3132,11,0.2587593690943422
1496,0,0.028780947654155703
1496,1,0.027293024366403965
1496,2,0.03361252721093078
1496,3,0.031246421680509524
1496,4,0.02696382036192669
1496,5,0.028833079446667825
1496,6,0.028136156417415487
1496,7,0.02719333119728684
1496,8,0.025760784661963142
1496,9,0.026480922311147775
1496,10,0.02734543119769931
1496,11,0.029348390165680246
6374,0,0.2587594352770896
6374,1,0.2587594352775018
6374,2,0.24975481106957984
6374,3,0.2587593690943422
6374,4,0.25115866263446723
6374,5,0.24975481106957984
6374,6,0.2587593960222469
6374,7,0.2587593960222469
6374,8,0.24975481106957992
6374,9,0.24975481106957984
6374,10,0.25115866263446723
6374,11,0.25115866263447223
6477,0,0.25875944031279874
6477,1,0.25875942925286716
6477,2,0.2587593960222469
6477,3,0.25115866263446723
6477,4,0.2587593690943422
6477,5,0.25115866263446723
6477,6,0.24975481106957992
6477,7,0.2587594216763802
6477,8,0.2587594352775018
6477,9,0.24975481106957992
6477,10,0.25875944031279874
6477,11,0.24975481106957984
2772,0,0.019193259801728788
2772,1,0.01922487477550389
2772,2,0.021478107938775134
2772,3,0.02023508158524503
2772,4,0.0176195911810368
2772,5,0.018162806733841404
2772,6,0.017040412351080236
2772,7,0.016963673560271408
2772,8,0.0182198976712764
2772,9,0.018041551975113763
2772,10,0.016805933334220237
2772,11,0.017728478644568446
2071,0,0.01942905735693393
2071,1,0.019265028814959367
2071,2,0.020634491242077443
2071,3,0.019466107895732325
2071,4,0.017646209326187465
2071,5,0.01794713296654396
2071,6,0.01673628368851875
2071,7,0.016749104345756927
2071,8,0.0181894027062717
2071,9,0.018116611710734514
2071,10,0.01650969523181409
2071,11,0.017368097290601955
6308,0,0.2587593960222469
6308,1,0.24681612388806196
6308,2,0.25875942925285883
6308,3,0.2587594216763802
6308,4,0.258759440313116
6308,5,0.25875941132295255
6308,6,0.25875941132295255
6308,7,0.2587593960222469
6308,8,0.25875941132295255
6308,9,0.2587593960222469
6308,10,0.25115866263446723
6308,11,0.24975481106957984
6458,0,0.2587594352775018
6458,1,0.2587594352770896
6458,2,0.2587594216763011
6458,3,0.25875942925285883
6458,4,0.25115866263446723
6458,5,0.24975481106957984
6458,6,0.25875941132295255
6458,7,0.25875941132295255
6458,8,0.25875942925285883
6458,9,0.2587593690943422
6458,10,0.25115866263447223
6458,11,0.2587594352775018
6384,0,0.24975481106957984
6384,1,0.2587594448048623
6384,2,0.2587594352770896
6384,3,0.2587593960222469
6384,4,0.2587594448048623
6384,5,0.24975481106957984
6384,6,0.24975481106957992
6384,7,0.2587593960222469
6384,8,0.258759440313116
6384,9,0.2587593690943422
6384,10,0.25875941132295255
6384,11,0.25115866263446723
1466,0,0.02912211618940419
1466,1,0.028272952792482976
1466,2,0.03506058145099552
1466,3,0.03273604560845049
1466,4,0.027022148978164857
1466,5,0.02824931302962988
1466,6,0.028239387940416152
1466,7,0.027528221129707143
1466,8,0.02555479432560158
1466,9,0.026120206354627886
1466,10,0.027650015869133234
1466,11,0.030127790681751976
6487,0,0.2587594352770896
6487,1,0.25875941132295255
6487,2,0.2587593960222469
6487,3,0.25115866263446723
6487,4,0.2587593690943422
6487,5,0.25875942925285883
6487,6,0.25115866263446723
6487,7,0.24975481106957992
6487,8,0.2587593690943422
6487,9,0.25875941132295255
6487,10,0.2587594216763011
6487,11,0.25875942925285883
6156,0,0.029501017516130695
6156,1,0.028594315227727946
6156,2,0.03876557264991462
6156,3,0.03580716371355773
6156,4,0.029552168340811834
6156,5,0.030955515991492162
6156,6,0.029579595245902125
6156,7,0.029629958215065335
6156,8,0.027488450481398353
6156,9,0.028033934236053614
6156,10,0.031691437213011826
6156,11,0.03313478522277244
6371,0,0.25115866263447223
6371,1,0.2587593690943422
6371,2,0.2587593690943422
6371,3,0.24975481106957992
6371,4,0.25115866263447223
6371,5,0.2587593960222469
6371,6,0.2587593960222469
6371,7,0.24975481106957984
6371,8,0.25875941132295255
6371,9,0.25115866263446723
6371,10,0.25875942925285883
6371,11,0.2587594527629917
5183,0,0.031027757995083814
5183,1,0.029031829224780894
5183,2,0.03954869975046651
5183,3,0.03602728914539884
5183,4,0.029513620345147352
5183,5,0.03160167028226046
5183,6,0.029193178771765006
5183,7,0.028670144721402772
5183,8,0.026001054097716702
5183,9,0.027133493896056238
5183,10,0.029955086577980985
5183,11,0.03166487213860242
2787,0,0.0
2787,1,0.0
2787,2,0.0
2787,3,0.0
2787,4,0.0
2787,5,0.0
2787,6,0.0
2787,7,0.0
2787,8,0.0
2787,9,0.0
2787,10,0.0
2787,11,0.0
5680,0,0.25875944480497265
5680,1,0.2587595099114999
5680,2,0.2587593960222469
5680,3,0.23860665019952534
5680,4,0.2587594352775018
5680,5,0.2587594448048623
5680,6,0.26014525895886376
5680,7,0.2587594527631443
5680,8,0.24975481106957984
5680,9,0.25875942925285883
5680,10,0.2587593690943422
5680,11,0.24975481106957984
6421,0,0.2587593690943422
6421,1,0.2587594352775018
6421,2,0.25875944031279874
6421,3,0.25115866263447223
6421,4,0.2587593690943422
6421,5,0.2587593960222469
6421,6,0.25875970200447473
6421,7,0.25875970200447473
6421,8,0.2587596570433509
6421,9,0.25875973107822325
6421,10,0.2587594352775018
6421,11,0.0
6370,0,0.2587593960222469
6370,1,0.24975481106957984
6370,2,0.2587593690943422
6370,3,0.25115866263446723
6370,4,0.25875941132295255
6370,5,0.2587593690943422
6370,6,0.2587593960222469
6370,7,0.25115866263447223
6370,8,0.25115866263446723
6370,9,0.2587593960222469
6370,10,0.25875942925285883
6370,11,0.2587594448048623
3136,0,0.25115866263447223
3136,1,0.24975481106957992
3136,2,0.2587594527629917
3136,3,0.25875944887690067
3136,4,0.24975481106957992
3136,5,0.25115866263447223
3136,6,0.2587593960222469
3136,7,0.24975481106957984
3136,8,0.25115866263447223
3136,9,0.2587594216763802
3136,10,0.2587593960222469
3136,11,0.2587594352775018
6473,0,0.2587594352775018
6473,1,0.25115866263446723
6473,2,0.25875944031279874
6473,3,0.2587593690943422
6473,4,0.2587593690943422
6473,5,0.2587594448048623
6473,6,0.2587594216763011
6473,7,0.25875944887690067
6473,8,0.2587593690943422
6473,9,0.24975481106957984
6473,10,0.25875944887690067
6473,11,0.25875942925286716
6157,0,0.029822291559088273
6157,1,0.028679382273142696
6157,2,0.037079877655753934
6157,3,0.033909021344546306
6157,4,0.029486864369874324
6157,5,0.030187396033454227
6157,6,0.029396237939920546
6157,7,0.029830590036013276
6157,8,0.02771000350299421
6157,9,0.02829148709278522
6157,10,0.030433621569394293
6157,11,0.031246867522392235
6323,0,0.2483780484284299
6323,1,0.2587594448048623
6323,2,0.2587594352775018
6323,3,0.2587593690943422
6323,4,0.24975481106957992
6323,5,0.25875944031279874
6323,6,0.2587593960222469
6323,7,0.24975481106957992
6323,8,0.2587593960222469
6323,9,0.25875942925285883
6323,10,0.2587594216763011
6323,11,0.2587593690943422
6420,0,0.0
6420,1,0.0
6420,2,0.0
6420,3,0.0
6420,4,0.0
6420,5,0.0
6420,6,0.0
6420,7,0.0
6420,8,0.0
6420,9,0.0
6420,10,0.0
6420,11,0.0
2660,0,0.2587593690943422
2660,1,0.2587594527629917
2660,2,0.2587594352770896
2660,3,0.24975481106957992
2660,4,0.2587593960222469
2660,5,0.2587594216763011
2660,6,0.25115866263446723
2660,7,0.2587593690943422
2660,8,0.2587593960222469
2660,9,0.25875941132295255
2660,10,0.2587593960222469
2660,11,0.2587593690943422
3441,0,0.0
3441,1,0.0
3441,2,0.0
3441,3,0.0
3441,4,0.0
3441,5,0.0
3441,6,0.0
3441,7,0.0
3441,8,0.0
3441,9,0.0
3441,10,0.0
3441,11,0.0
1700,0,0.2587595050853485
1700,1,0.25875950042151
1700,2,0.2587593690943422
1700,3,0.25875970200447473
1700,4,0.25875954207804885
1700,5,0.24738202131604453
1700,6,0.2587594216763011
1700,7,0.25875941132295255
1700,8,0.25875942925285883
1700,9,0.2587593960222469
1700,10,0.2587593690943422
1700,11,0.25115866263447223
1434,0,0.026731233255150397
1434,1,0.02536196875594426
1434,2,0.030471078583176808
1434,3,0.02850643615953219
1434,4,0.024891696484711776
1434,5,0.026129802886709307
1434,6,0.02542783804245586
1434,7,0.02452362843852086
1434,8,0.02354472929183551
1434,9,0.024140831778554805
1434,10,0.024864731694835256
1434,11,0.02667618215194585
6309,0,0.25115866263446723
6309,1,0.2587593690943422
6309,2,0.2587594216763011
6309,3,0.2587593960222469
6309,4,0.2587594216763011
6309,5,0.2587594352770896
6309,6,0.25875941132295255
6309,7,0.2587593960222469
6309,8,0.2587593960222469
6309,9,0.2587593690943422
6309,10,0.25875941132295255
6309,11,0.2587593960222469
6486,0,0.2587593690943422
6486,1,0.2238332180810406
6486,2,0.2587593690943422
6486,3,0.2587594352770896
6486,4,0.25875950508530243
6486,5,0.24681612388806196
6486,6,0.2587593960222469
6486,7,0.25875944031279874
6486,8,0.2587594352770896
6486,9,0.2238332180810406
6486,10,0.0
6486,11,0.2587594216763802
6798,0,0.2587594352770896
6798,1,0.25875941132295255
6798,2,0.2587594527629917
6798,3,0.0
6798,4,0.23860665019952534
6798,5,0.25875950991152463
6798,6,0.2587593690943422
6798,7,0.25115866263447223
6798,8,0.24975481106957984
6798,9,0.25875941132295255
6798,10,0.2587594216763802
6798,11,0.2587594352775018
1467,0,0.029959979851426993
1467,1,0.02777494092463619
1467,2,0.035145561493089485
1467,3,0.03279765240633757
1467,4,0.027511611693633583
1467,5,0.029439981570727115
1467,6,0.02864766719212893
1467,7,0.027624105538321876
1467,8,0.02636629759201858
1467,9,0.026907016920242867
1467,10,0.027958926548630126
1467,11,0.02974729352835024
6385,0,0.2587593960222469
6385,1,0.24975481106957992
6385,2,0.25875942925286716
6385,3,0.24975481106957992
6385,4,0.2587593690943422
6385,5,0.2587593960222469
6385,6,0.25875942925286716
6385,7,0.2587594216763802
6385,8,0.2587593960222469
6385,9,0.25875941132295255
6385,10,0.24975481106957992
6385,11,0.2587593690943422
2023,0,0.2587593960222469
2023,1,0.2587593690943422
2023,2,0.24975481106957992
2023,3,0.25875941132295255
2023,4,0.2587593960222469
2023,5,0.2587593690943422
2023,6,0.24975481106957984
2023,7,0.2587593960222469
2023,8,0.2587594448048623
2023,9,0.24681612388806196
2023,10,0.24975481106957992
2023,11,0.25875942925286716
6459,0,0.2587593960222469
6459,1,0.2587593690943422
6459,2,0.0
6459,3,0.24975481106957992
6459,4,0.25875944887690067
6459,5,0.2587594527629917
6459,6,0.25115866263447223
6459,7,0.2587594352770896
6459,8,0.2587593960222469
