5184 | 2 | 0.0395
5184 | 3 | 0.0362
5184 | 4 | 0.0304
5184 | 5 | 0.0318
5184 | 6 | 0.0286
5184 | 7 | 0.0288
5184 | 8 | 0.0265
5184 | 9 | 0.0277
5184 | 10 | 0.0311
5184 | 11 | 0.0317
2634 | 0 | 0.2588
2634 | 1 | 0.2588
2634 | 2 | 0.2588
2634 | 3 | 0.2588
2634 | 4 | 0.2588
2634 | 5 | 0.2588
2634 | 6 | 0.2569
2634 | 7 | 0.2512
2634 | 8 | 0.2498
2634 | 9 | 0.2601
2634 | 10 | 0.2588
2634 | 11 | 0.2588
1495 | 0 | 0.0292
1495 | 1 | 0.0275
1495 | 2 | 0.0339
1495 | 3 | 0.0320
1495 | 4 | 0.0272
1495 | 5 | 0.0289
1495 | 6 | 0.0283
1495 | 7 | 0.0273
1495 | 8 | 0.0257
1495 | 9 | 0.0265
1495 | 10 | 0.0272
1495 | 11 | 0.0292
5217 | 0 | 0.0317
5217 | 1 | 0.0306
5217 | 2 | 0.0423
5217 | 3 | 0.0380
5217 | 4 | 0.0312
5217 | 5 | 0.0329
5217 | 6 | 0.0308
5217 | 7 | 0.0307
5217 | 8 | 0.0286
5217 | 9 | 0.0294
5217 | 10 | 0.0330
5217 | 11 | 0.0339
5185 | 0 | 0.0300
5185 | 1 | 0.0288
5185 | 2 | 0.0381
5185 | 3 | 0.0347
5185 | 4 | 0.0292
5185 | 5 | 0.0304
5185 | 6 | 0.0297
5185 | 7 | 0.0286
5185 | 8 | 0.0265
5185 | 9 | 0.0272
5185 | 10 | 0.0305
5185 | 11 | 0.0304
5244 | 0 | 0.0000
5244 | 1 | 0.0000
5244 | 2 | 0.0000
5244 | 3 | 0.0000
5244 | 4 | 0.0000
5244 | 5 | 0.0000
5244 | 6 | 0.0000
5244 | 7 | 0.0000
5244 | 8 | 0.0000
5244 | 9 | 0.0000
5244 | 10 | 0.0000
5244 | 11 | 0.0000
3162 | 0 | 0.2588
3162 | 1 | 0.2588
3162 | 2 | 0.2386
3162 | 3 | 0.2588
3162 | 4 | 0.2588
3162 | 5 | 0.2588
3162 | 6 | 0.2588
3162 | 7 | 0.2498
3162 | 8 | 0.2588
3162 | 9 | 0.2588
3162 | 10 | 0.2588
3162 | 11 | 0.2512
6324 | 0 | 0.2588
6324 | 1 | 0.2588
6324 | 2 | 0.2588
6324 | 3 | 0.2588
6324 | 4 | 0.2588
6324 | 5 | 0.2588
6324 | 6 | 0.2512
6324 | 7 | 0.2512
6324 | 8 | 0.2588
6324 | 9 | 0.2588
6324 | 10 | 0.2588
6324 | 11 | 0.2588
6427 | 0 | 0.2588
6427 | 1 | 0.2588
6427 | 2 | 0.2588
6427 | 3 | 0.2498
6427 | 4 | 0.2498
6427 | 5 | 0.2588
6427 | 6 | 0.2588
6427 | 7 | 0.2498
6427 | 8 | 0.2588
6427 | 9 | 0.2498
6427 | 10 | 0.2484
6427 | 11 | 0.2238
5170 | 0 | 0.0247
5170 | 1 | 0.0246
5170 | 2 | 0.0266
5170 | 3 | 0.0248
5170 | 4 | 0.0224
5170 | 5 | 0.0233
5170 | 6 | 0.0216
5170 | 7 | 0.0221
5170 | 8 | 0.0224
5170 | 9 | 0.0224
5170 | 10 | 0.0214
5170 | 11 | 0.0224
2191 | 0 | 0.2588
2191 | 1 | 0.2588
2191 | 2 | 0.2512
2191 | 3 | 0.2588
2191 | 4 | 0.2498
2191 | 5 | 0.2498
2191 | 6 | 0.2512
2191 | 7 | 0.2498
2191 | 8 | 0.2588
2191 | 9 | 0.2588
2191 | 10 | 0.2588
2191 | 11 | 0.2498
6481 | 0 | 0.2498
6481 | 1 | 0.2588
6481 | 2 | 0.2588
6481 | 3 | 0.2512
6481 | 4 | 0.2588
6481 | 5 | 0.2512
6481 | 6 | 0.2498
6481 | 7 | 0.2588
6481 | 8 | 0.2498
6481 | 9 | 0.2512
6481 | 10 | 0.2588
6481 | 11 | 0.2588
6679 | 0 | 0.2512
6679 | 1 | 0.2588
6679 | 2 | 0.2498
6679 | 3 | 0.2588
6679 | 4 | 0.2588
6679 | 5 | 0.2498
6679 | 6 | 0.2498
6679 | 7 | 0.2588
6679 | 8 | 0.2588
6679 | 9 | 0.2588
6679 | 10 | 0.2588
6679 | 11 | 0.2588
6382 | 0 | 0.2588
6382 | 1 | 0.2588
6382 | 2 | 0.2588
6382 | 3 | 0.2588
6382 | 4 | 0.2588
6382 | 5 | 0.2498
6382 | 6 | 0.2498
6382 | 7 | 0.2588
6382 | 8 | 0.2512
6382 | 9 | 0.2498
6382 | 10 | 0.2498
6382 | 11 | 0.2512
6425 | 0 | 0.0236
6425 | 1 | 0.0235
6425 | 2 | 0.0259
6425 | 3 | 0.0247
6425 | 4 | 0.0220
6425 | 5 | 0.0228
6425 | 6 | 0.0216
6425 | 7 | 0.0214
6425 | 8 | 0.0211
6425 | 9 | 0.0216
6425 | 10 | 0.0213
6425 | 11 | 0.0226
3160 | 0 | 0.0000
3160 | 1 | 0.0000
3160 | 2 | 0.0000
3160 | 3 | 0.0000
3160 | 4 | 0.0000
3160 | 5 | 0.0000
3160 | 6 | 0.0000
3160 | 7 | 0.0000
3160 | 8 | 0.0000
3160 | 9 | 0.0000
3160 | 10 | 0.0000
3160 | 11 | 0.0000
6326 | 0 | 0.2512
6326 | 1 | 0.2588
6326 | 2 | 0.2588
6326 | 3 | 0.2468
6326 | 4 | 0.2588
6326 | 5 | 0.2588
6326 | 6 | 0.2498
6326 | 7 | 0.2512
6326 | 8 | 0.2588
6326 | 9 | 0.2588
6326 | 10 | 0.2588
6326 | 11 | 0.2588
5187 | 0 | 0.0298
5187 | 1 | 0.0280
5187 | 2 | 0.0381
5187 | 3 | 0.0336
5187 | 4 | 0.0284
5187 | 5 | 0.0296
5187 | 6 | 0.0278
5187 | 7 | 0.0279
5187 | 8 | 0.0263
5187 | 9 | 0.0265
5187 | 10 | 0.0288
5187 | 11 | 0.0288
2411 | 0 | 0.2588
2411 | 1 | 0.2588
2411 | 2 | 0.2498
2411 | 3 | 0.2498
2411 | 4 | 0.2512
2411 | 5 | 0.2512
2411 | 6 | 0.2588
2411 | 7 | 0.2588
2411 | 8 | 0.2588
2411 | 9 | 0.2588
2411 | 10 | 0.2588
2411 | 11 | 0.2588
6476 | 0 | 0.0250
6476 | 1 | 0.0245
6476 | 2 | 0.0278
6476 | 3 | 0.0262
6476 | 4 | 0.0231
6476 | 5 | 0.0238
6476 | 6 | 0.0234
6476 | 7 | 0.0233
6476 | 8 | 0.0220
6476 | 9 | 0.0225
6476 | 10 | 0.0237
6476 | 11 | 0.0247
6375 | 0 | 0.2588
6375 | 1 | 0.2498
6375 | 2 | 0.2498
6375 | 3 | 0.2498
6375 | 4 | 0.2512
6375 | 5 | 0.2588
6375 | 6 | 0.2588
6375 | 7 | 0.2498
6375 | 8 | 0.2588
6375 | 9 | 0.2512
6375 | 10 | 0.2588
6375 | 11 | 0.2588
1497 | 0 | 0.0257
1497 | 1 | 0.0245
1497 | 2 | 0.0295
1497 | 3 | 0.0277
1497 | 4 | 0.0239
1497 | 5 | 0.0252
1497 | 6 | 0.0248
1497 | 7 | 0.0237
1497 | 8 | 0.0224
1497 | 9 | 0.0235
1497 | 10 | 0.0236
1497 | 11 | 0.0247
6152 | 0 | 0.0297
6152 | 1 | 0.0292
6152 | 2 | 0.0370
6152 | 3 | 0.0338
6152 | 4 | 0.0298
6152 | 5 | 0.0302
6152 | 6 | 0.0297
6152 | 7 | 0.0296
6152 | 8 | 0.0274
6152 | 9 | 0.0281
6152 | 10 | 0.0301
6152 | 11 | 0.0310
6380 | 0 | 0.0000
6380 | 1 | 0.0000
6380 | 2 | 0.0000
6380 | 3 | 0.0000
6380 | 4 | 0.0000
6380 | 5 | 0.0000
6380 | 6 | 0.0000
6380 | 7 | 0.0000
6380 | 8 | 0.0000
6380 | 9 | 0.0000
6380 | 10 | 0.0000
6380 | 11 | 0.0000
6178 | 0 | 0.0304
6178 | 1 | 0.0290
6178 | 2 | 0.0380
6178 | 3 | 0.0344
6178 | 4 | 0.0297
6178 | 5 | 0.0304
6178 | 6 | 0.0301
6178 | 7 | 0.0307
6178 | 8 | 0.0275
6178 | 9 | 0.0283
6178 | 10 | 0.0318
6178 | 11 | 0.0327
2252 | 0 | 0.0000
2252 | 1 | 0.0000
2252 | 2 | 0.0000
2252 | 3 | 0.0000
2252 | 4 | 0.0000
2252 | 5 | 0.0000
2252 | 6 | 0.0000
2252 | 7 | 0.0000
2252 | 8 | 0.0000
2252 | 9 | 0.0000
2252 | 10 | 0.0000
2252 | 11 | 0.0000
1508 | 0 | 0.0289
1508 | 1 | 0.0267
1508 | 2 | 0.0323
1508 | 3 | 0.0304
1508 | 4 | 0.0264
1508 | 5 | 0.0282
1508 | 6 | 0.0278
1508 | 7 | 0.0272
1508 | 8 | 0.0256
1508 | 9 | 0.0257
1508 | 10 | 0.0266
1508 | 11 | 0.0285
5172 | 0 | 0.0248
5172 | 1 | 0.0247
5172 | 2 | 0.0267
5172 | 3 | 0.0253
5172 | 4 | 0.0231
5172 | 5 | 0.0235
5172 | 6 | 0.0220
5172 | 7 | 0.0217
5172 | 8 | 0.0223
5172 | 9 | 0.0226
5172 | 10 | 0.0212
5172 | 11 | 0.0226
6267 | 0 | 0.2588
6267 | 1 | 0.2588
6267 | 2 | 0.2386
6267 | 3 | 0.2588
6267 | 4 | 0.2588
6267 | 5 | 0.2588
6267 | 6 | 0.2588
6267 | 7 | 0.2588
6267 | 8 | 0.2474
6267 | 9 | 0.2524
6267 | 10 | 0.2512
6267 | 11 | 0.2588
6482 | 0 | 0.0000
6482 | 1 | 0.0000
6482 | 2 | 0.0000
6482 | 3 | 0.0000
6482 | 4 | 0.0000
6482 | 5 | 0.0000
6482 | 6 | 0.0000
6482 | 7 | 0.0000
6482 | 8 | 0.0000
6482 | 9 | 0.0000
6482 | 10 | 0.0000
6482 | 11 | 0.0000
6179 | 0 | 0.0307
6179 | 1 | 0.0293
6179 | 2 | 0.0399
6179 | 3 | 0.0371
6179 | 4 | 0.0301
6179 | 5 | 0.0310
6179 | 6 | 0.0304
6179 | 7 | 0.0300
6179 | 8 | 0.0271
6179 | 9 | 0.0285
6179 | 10 | 0.0319
6179 | 11 | 0.0334
1463 | 0 | 0.0299
1463 | 1 | 0.0276
1463 | 2 | 0.0347
1463 | 3 | 0.0318
1463 | 4 | 0.0270
1463 | 5 | 0.0292
1463 | 6 | 0.0284
1463 | 7 | 0.0274
1463 | 8 | 0.0256
1463 | 9 | 0.0262
1463 | 10 | 0.0273
1463 | 11 | 0.0297
6381 | 0 | 0.2588
6381 | 1 | 0.2498
6381 | 2 | 0.2498
6381 | 3 | 0.2588
6381 | 4 | 0.2588
6381 | 5 | 0.2588
6381 | 6 | 0.2512
6381 | 7 | 0.2588
6381 | 8 | 0.2588
6381 | 9 | 0.2588
6381 | 10 | 0.2498
6381 | 11 | 0.2588
5173 | 0 | 0.0246
5173 | 1 | 0.0249
5173 | 2 | 0.0268
5173 | 3 | 0.0253
5173 | 4 | 0.0234
5173 | 5 | 0.0234
5173 | 6 | 0.0221
5173 | 7 | 0.0220
5173 | 8 | 0.0220
5173 | 9 | 0.0225
5173 | 10 | 0.0218
5173 | 11 | 0.0231
2192 | 0 | 0.2512
2192 | 1 | 0.2588
2192 | 2 | 0.2588
2192 | 3 | 0.2588
2192 | 4 | 0.2588
2192 | 5 | 0.2588
2192 | 6 | 0.2588
2192 | 7 | 0.2588
2192 | 8 | 0.2588
2192 | 9 | 0.2498
2192 | 10 | 0.2588
2192 | 11 | 0.2588
5186 | 0 | 0.0306
5186 | 1 | 0.0285
5186 | 2 | 0.0379
5186 | 3 | 0.0348
5186 | 4 | 0.0293
5186 | 5 | 0.0297
5186 | 6 | 0.0283
5186 | 7 | 0.0280
5186 | 8 | 0.0263
5186 | 9 | 0.0273
5186 | 10 | 0.0300
5186 | 11 | 0.0303
6327 | 0 | 0.2498
6327 | 1 | 0.2238
6327 | 2 | 0.2588
6327 | 3 | 0.2588
6327 | 4 | 0.2588
6327 | 5 | 0.2588
6327 | 6 | 0.2588
6327 | 7 | 0.2588
6327 | 8 | 0.2588
6327 | 9 | 0.2512
6327 | 10 | 0.2588
6327 | 11 | 0.2588
2340 | 0 | 0.2588
2340 | 1 | 0.2588
2340 | 2 | 0.2588
2340 | 3 | 0.2588
2340 | 4 | 0.2588
2340 | 5 | 0.2386
2340 | 6 | 0.2512
2340 | 7 | 0.2588
2340 | 8 | 0.2588
2340 | 9 | 0.2588
2340 | 10 | 0.2498
2340 | 11 | 0.2588
2443 | 0 | 0.2588
2443 | 1 | 0.2512
2443 | 2 | 0.2588
2443 | 3 | 0.2512
2443 | 4 | 0.2588
2443 | 5 | 0.2588
2443 | 6 | 0.2588
2443 | 7 | 0.2512
2443 | 8 | 0.2588
2443 | 9 | 0.2512
2443 | 10 | 0.2588
2443 | 11 | 0.2498
6153 | 0 | 0.0300
6153 | 1 | 0.0291
6153 | 2 | 0.0377
6153 | 3 | 0.0343
6153 | 4 | 0.0297
6153 | 5 | 0.0305
6153 | 6 | 0.0303
6153 | 7 | 0.0304
6153 | 8 | 0.0274
6153 | 9 | 0.0280
6153 | 10 | 0.0317
6153 | 11 | 0.0329
3132 | 0 | 0.2588
3132 | 1 | 0.2588
3132 | 2 | 0.2588
3132 | 3 | 0.2588
3132 | 4 | 0.2588
3132 | 5 | 0.2498
3132 | 6 | 0.2588
3132 | 7 | 0.2386
3132 | 8 | 0.2588
3132 | 9 | 0.2498
3132 | 10 | 0.2588
3132 | 11 | 0.2588
1496 | 0 | 0.0288
1496 | 1 | 0.0273
1496 | 2 | 0.0336
1496 | 3 | 0.0312
1496 | 4 | 0.0270
1496 | 5 | 0.0288
1496 | 6 | 0.0281
1496 | 7 | 0.0272
1496 | 8 | 0.0258
1496 | 9 | 0.0265
1496 | 10 | 0.0273
1496 | 11 | 0.0293
6374 | 0 | 0.2588
6374 | 1 | 0.2588
6374 | 2 | 0.2498
6374 | 3 | 0.2588
6374 | 4 | 0.2512
6374 | 5 | 0.2498
6374 | 6 | 0.2588
6374 | 7 | 0.2588
6374 | 8 | 0.2498
6374 | 9 | 0.2498
6374 | 10 | 0.2512
6374 | 11 | 0.2512
6477 | 0 | 0.2588
6477 | 1 | 0.2588
6477 | 2 | 0.2588
6477 | 3 | 0.2512
6477 | 4 | 0.2588
6477 | 5 | 0.2512
6477 | 6 | 0.2498
6477 | 7 | 0.2588
6477 | 8 | 0.2588
6477 | 9 | 0.2498
6477 | 10 | 0.2588
6477 | 11 | 0.2498
2772 | 0 | 0.0192
2772 | 1 | 0.0192
2772 | 2 | 0.0215
2772 | 3 | 0.0202
2772 | 4 | 0.0176
2772 | 5 | 0.0182
2772 | 6 | 0.0170
2772 | 7 | 0.0170
2772 | 8 | 0.0182
2772 | 9 | 0.0180
2772 | 10 | 0.0168
2772 | 11 | 0.0177
2071 | 0 | 0.0194
2071 | 1 | 0.0193
2071 | 2 | 0.0206
2071 | 3 | 0.0195
2071 | 4 | 0.0176
2071 | 5 | 0.0179
2071 | 6 | 0.0167
2071 | 7 | 0.0167
2071 | 8 | 0.0182
2071 | 9 | 0.0181
2071 | 10 | 0.0165
2071 | 11 | 0.0174
6308 | 0 | 0.2588
6308 | 1 | 0.2468
6308 | 2 | 0.2588
6308 | 3 | 0.2588
6308 | 4 | 0.2588
6308 | 5 | 0.2588
6308 | 6 | 0.2588
6308 | 7 | 0.2588
6308 | 8 | 0.2588
6308 | 9 | 0.2588
6308 | 10 | 0.2512
6308 | 11 | 0.2498
6458 | 0 | 0.2588
6458 | 1 | 0.2588
6458 | 2 | 0.2588
6458 | 3 | 0.2588
6458 | 4 | 0.2512
6458 | 5 | 0.2498
6458 | 6 | 0.2588
6458 | 7 | 0.2588
6458 | 8 | 0.2588
6458 | 9 | 0.2588
6458 | 10 | 0.2512
6458 | 11 | 0.2588
6384 | 0 | 0.2498
6384 | 1 | 0.2588
6384 | 2 | 0.2588
6384 | 3 | 0.2588
6384 | 4 | 0.2588
6384 | 5 | 0.2498
6384 | 6 | 0.2498
6384 | 7 | 0.2588
6384 | 8 | 0.2588
6384 | 9 | 0.2588
6384 | 10 | 0.2588
6384 | 11 | 0.2512
1466 | 0 | 0.0291
1466 | 1 | 0.0283
1466 | 2 | 0.0351
1466 | 3 | 0.0327
1466 | 4 | 0.0270
1466 | 5 | 0.0282
1466 | 6 | 0.0282
1466 | 7 | 0.0275
1466 | 8 | 0.0256
1466 | 9 | 0.0261
1466 | 10 | 0.0277
1466 | 11 | 0.0301
6487 | 0 | 0.2588
6487 | 1 | 0.2588
6487 | 2 | 0.2588
6487 | 3 | 0.2512
6487 | 4 | 0.2588
6487 | 5 | 0.2588
6487 | 6 | 0.2512
6487 | 7 | 0.2498
6487 | 8 | 0.2588
6487 | 9 | 0.2588
6487 | 10 | 0.2588
6487 | 11 | 0.2588
6156 | 0 | 0.0295
6156 | 1 | 0.0286
6156 | 2 | 0.0388
6156 | 3 | 0.0358
6156 | 4 | 0.0296
6156 | 5 | 0.0310
6156 | 6 | 0.0296
6156 | 7 | 0.0296
6156 | 8 | 0.0275
6156 | 9 | 0.0280
6156 | 10 | 0.0317
6156 | 11 | 0.0331
6371 | 0 | 0.2512
6371 | 1 | 0.2588
6371 | 2 | 0.2588
6371 | 3 | 0.2498
6371 | 4 | 0.2512
6371 | 5 | 0.2588
6371 | 6 | 0.2588
6371 | 7 | 0.2498
6371 | 8 | 0.2588
6371 | 9 | 0.2512
6371 | 10 | 0.2588
6371 | 11 | 0.2588
5183 | 0 | 0.0310
5183 | 1 | 0.0290
5183 | 2 | 0.0395
5183 | 3 | 0.0360
5183 | 4 | 0.0295
5183 | 5 | 0.0316
5183 | 6 | 0.0292
5183 | 7 | 0.0287
5183 | 8 | 0.0260
5183 | 9 | 0.0271
5183 | 10 | 0.0300
5183 | 11 | 0.0317
2787 | 0 | 0.0000
2787 | 1 | 0.0000
2787 | 2 | 0.0000
2787 | 3 | 0.0000
2787 | 4 | 0.0000
2787 | 5 | 0.0000
2787 | 6 | 0.0000
2787 | 7 | 0.0000
2787 | 8 | 0.0000
2787 | 9 | 0.0000
2787 | 10 | 0.0000
2787 | 11 | 0.0000
5680 | 0 | 0.2588
5680 | 1 | 0.2588
5680 | 2 | 0.2588
5680 | 3 | 0.2386
5680 | 4 | 0.2588
5680 | 5 | 0.2588
5680 | 6 | 0.2601
5680 | 7 | 0.2588
5680 | 8 | 0.2498
5680 | 9 | 0.2588
5680 | 10 | 0.2588
5680 | 11 | 0.2498
6421 | 0 | 0.2588
6421 | 1 | 0.2588
6421 | 2 | 0.2588
6421 | 3 | 0.2512
6421 | 4 | 0.2588
6421 | 5 | 0.2588
6421 | 6 | 0.2588
6421 | 7 | 0.2588
6421 | 8 | 0.2588
6421 | 9 | 0.2588
6421 | 10 | 0.2588
6421 | 11 | 0.0000
6370 | 0 | 0.2588
6370 | 1 | 0.2498
6370 | 2 | 0.2588
6370 | 3 | 0.2512
6370 | 4 | 0.2588
6370 | 5 | 0.2588
6370 | 6 | 0.2588
6370 | 7 | 0.2512
6370 | 8 | 0.2512
6370 | 9 | 0.2588
6370 | 10 | 0.2588
6370 | 11 | 0.2588
3136 | 0 | 0.2512
3136 | 1 | 0.2498
3136 | 2 | 0.2588
3136 | 3 | 0.2588
3136 | 4 | 0.2498
3136 | 5 | 0.2512
3136 | 6 | 0.2588
3136 | 7 | 0.2498
3136 | 8 | 0.2512
3136 | 9 | 0.2588
3136 | 10 | 0.2588
3136 | 11 | 0.2588
6473 | 0 | 0.2588
6473 | 1 | 0.2512
6473 | 2 | 0.2588
6473 | 3 | 0.2588
6473 | 4 | 0.2588
6473 | 5 | 0.2588
6473 | 6 | 0.2588
6473 | 7 | 0.2588
6473 | 8 | 0.2588
6473 | 9 | 0.2498
6473 | 10 | 0.2588
6473 | 11 | 0.2588
6157 | 0 | 0.0298
6157 | 1 | 0.0287
6157 | 2 | 0.0371
6157 | 3 | 0.0339
6157 | 4 | 0.0295
6157 | 5 | 0.0302
6157 | 6 | 0.0294
6157 | 7 | 0.0298
6157 | 8 | 0.0277
6157 | 9 | 0.0283
6157 | 10 | 0.0304
6157 | 11 | 0.0312
6323 | 0 | 0.2484
6323 | 1 | 0.2588
6323 | 2 | 0.2588
6323 | 3 | 0.2588
6323 | 4 | 0.2498
6323 | 5 | 0.2588
6323 | 6 | 0.2588
6323 | 7 | 0.2498
6323 | 8 | 0.2588
6323 | 9 | 0.2588
6323 | 10 | 0.2588
6323 | 11 | 0.2588
6420 | 0 | 0.0000
6420 | 1 | 0.0000
6420 | 2 | 0.0000
6420 | 3 | 0.0000
6420 | 4 | 0.0000
6420 | 5 | 0.0000
6420 | 6 | 0.0000
6420 | 7 | 0.0000
6420 | 8 | 0.0000
6420 | 9 | 0.0000
6420 | 10 | 0.0000
6420 | 11 | 0.0000
2660 | 0 | 0.2588
2660 | 1 | 0.2588
2660 | 2 | 0.2588
2660 | 3 | 0.2498
2660 | 4 | 0.2588
2660 | 5 | 0.2588
2660 | 6 | 0.2512
2660 | 7 | 0.2588
2660 | 8 | 0.2588
2660 | 9 | 0.2588
2660 | 10 | 0.2588
2660 | 11 | 0.2588
3441 | 0 | 0.0000
3441 | 1 | 0.0000
3441 | 2 | 0.0000
3441 | 3 | 0.0000
3441 | 4 | 0.0000
3441 | 5 | 0.0000
3441 | 6 | 0.0000
3441 | 7 | 0.0000
3441 | 8 | 0.0000
3441 | 9 | 0.0000
3441 | 10 | 0.0000
3441 | 11 | 0.0000
1700 | 0 | 0.2588
1700 | 1 | 0.2588
1700 | 2 | 0.2588
1700 | 3 | 0.2588
1700 | 4 | 0.2588
1700 | 5 | 0.2474
1700 | 6 | 0.2588
1700 | 7 | 0.2588
1700 | 8 | 0.2588
1700 | 9 | 0.2588
1700 | 10 | 0.2588
1700 | 11 | 0.2512
1434 | 0 | 0.0267
1434 | 1 | 0.0254
1434 | 2 | 0.0305
1434 | 3 | 0.0285
1434 | 4 | 0.0249
1434 | 5 | 0.0261
1434 | 6 | 0.0254
1434 | 7 | 0.0245
1434 | 8 | 0.0235
1434 | 9 | 0.0241
1434 | 10 | 0.0249
1434 | 11 | 0.0267
6309 | 0 | 0.2512
6309 | 1 | 0.2588
6309 | 2 | 0.2588
6309 | 3 | 0.2588
6309 | 4 | 0.2588
6309 | 5 | 0.2588
6309 | 6 | 0.2588
6309 | 7 | 0.2588
6309 | 8 | 0.2588
6309 | 9 | 0.2588
6309 | 10 | 0.2588
6309 | 11 | 0.2588
6486 | 0 | 0.2588
6486 | 1 | 0.2238
6486 | 2 | 0.2588
6486 | 3 | 0.2588
6486 | 4 | 0.2588
6486 | 5 | 0.2468
6486 | 6 | 0.2588
6486 | 7 | 0.2588
6486 | 8 | 0.2588
6486 | 9 | 0.2238
6486 | 10 | 0.0000
6486 | 11 | 0.2588
6798 | 0 | 0.2588
6798 | 1 | 0.2588
6798 | 2 | 0.2588
6798 | 3 | 0.0000
6798 | 4 | 0.2386
6798 | 5 | 0.2588
6798 | 6 | 0.2588
6798 | 7 | 0.2512
6798 | 8 | 0.2498
6798 | 9 | 0.2588
6798 | 10 | 0.2588
6798 | 11 | 0.2588
1467 | 0 | 0.0300
1467 | 1 | 0.0278
1467 | 2 | 0.0351
1467 | 3 | 0.0328
